Cuntrycd,Stkcd,Stknme,Conme,Conme_en,Indcd,Indnme,Nindcd,Nindnme,Nnindcd,Nnindnme,Estbdt,Listdt,Favaldt,Curtrd,Ipoprm,Ipoprc,Ipocur,Nshripo,Parvcur,Ipodt,Parval,Sctcd,Statco,Crcd,Statdt,Commnt,Markettype
10,2440,闰土股份,浙江闰土股份有限公司,"Zhejiang Runtu Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2004/12/16,2010/7/6,2010/7/6,CNY,30.2,31.2,CNY,73820,CNY,2010/6/23,1,2,A,,2017/12/5,,4
10,2441,众业达,众业达电气股份有限公司,"Zhongyeda Electric Co., Ltd.",6,商业,H03,能源、材料和机械电子设备批发业,F51,批发业,2008/4/14,2010/7/6,2010/7/6,CNY,38.9,39.9,CNY,29000,CNY,2010/6/23,1,2,A,,2017/12/5,,4
10,2442,龙星化工,龙星化工股份有限公司,"Longxing Chemical Stock Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2008/1/28,2010/7/6,2010/7/6,CNY,11.5,12.5,CNY,50000,CNY,2010/6/23,1,2,N,,2018/1/16,,4
10,2443,金洲管道,浙江金洲管道科技股份有限公司,"Zhejiang Kingland Pipeline and Technologies Co., Ltd.",5,工业,C69,金属制品业,C33,金属制品业,2002/7/31,2010/7/6,2010/7/6,CNY,21,22,CNY,33500,CNY,2010/6/23,1,2,A,,2017/12/5,,4
10,2444,巨星科技,杭州巨星科技股份有限公司,"Hang Zhou Great Star Industrial Co., Ltd.",5,工业,C69,金属制品业,C33,金属制品业,2008/7/2,2010/7/13,2010/7/13,CNY,28,29,CNY,63500,CNY,2010/6/30,1,2,A,,2017/12/5,,4
10,2445,中南文化,中南红文化集团股份有限公司,"Zhongnan Red Culture Group Co.,Ltd.",2,公用事业,L10,广播电影电视业,R86,广播、电视、电影和影视录音制作业,2008/2/2,2010/7/13,2010/7/13,CNY,17.8,18.8,CNY,31000,CNY,2010/6/30,1,2,A,,2018/2/14,,4
10,2446,盛路通信,广东盛路通信科技股份有限公司,"GUANGDONG SHENGLU TELECOMMUNICATION TECH. CO., LTD.",5,工业,G81,通信及相关设备制造业,C39,计算机、通信和其他电子设备制造业,2007/6/11,2010/7/13,2010/7/13,CNY,16.82,17.82,CNY,26000,CNY,2010/6/30,1,2,A,,2017/12/5,,4
10,2447,壹桥股份,大连壹桥海参股份有限公司,"Dalian Yi Qiao Sea Cucumber Co.,Ltd.",4,综合,A07,渔业,A04,渔业,2001/8/22,2010/7/13,2010/7/13,CNY,27.98,28.98,CNY,17000,CNY,2010/6/30,1,2,A,,2017/12/5,,4
10,2448,中原内配,中原内配集团股份有限公司,ZYNP CORPORATION,5,工业,C7505,汽车制造业,C36,汽车制造业,1990/3/25,2010/7/16,2010/7/16,CNY,20.8,21.8,CNY,23500,CNY,2010/7/5,1,2,A,,2017/12/5,,4
10,2449,国星光电,佛山市国星光电股份有限公司,"Foshan NationStar Optoelectronics Co.,Ltd.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2002/12/4,2010/7/16,2010/7/16,CNY,27,28,CNY,55000,CNY,2010/7/5,1,2,A,,2017/12/5,,4
10,2450,康得新,康得新复合材料集团股份有限公司,"Kangde Xin Composite Material Group Co.,Ltd.",5,工业,C48,橡胶制造业,C29,橡胶和塑料制品业,2001/8/21,2010/7/16,2010/7/16,CNY,13.2,14.2,CNY,40400,CNY,2010/7/5,1,2,N,,2018/2/6,,4
10,2451,摩恩电气,上海摩恩电气股份有限公司,"Shanghai Morn Electric Equipment Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2008/5/28,2010/7/20,2010/7/20,CNY,9,10,CNY,36600,CNY,2010/7/7,1,2,N,,2018/2/5,,4
10,2452,长高集团,湖南长高高压开关集团股份公司,"Changgao Electric Group Co.,Ltd",5,工业,C7610,输配电及控制设备制造业,C38,电气机械及器材制造业,2006/1/17,2010/7/20,2010/7/20,CNY,24.88,25.88,CNY,25000,CNY,2010/7/7,1,2,A,,2017/12/5,,4
10,2453,天马精化,苏州天马精细化学品股份有限公司,"Suzhou Tianma Specialty Chemicals Co., Ltd.",5,工业,C4360,专用化学产品制造业,C26,化学原料及化学制品制造业,2007/12/28,2010/7/20,2010/7/20,CNY,13.96,14.96,CNY,30000,CNY,2010/7/7,1,2,A,,2018/2/12,,4
10,2454,松芝股份,上海加冷松芝汽车空调股份有限公司,"Shanghai Jialeng Songzhi Automobile Aircondition Co., Ltd.",5,工业,C7505,汽车制造业,C36,汽车制造业,2008/4/2,2010/7/20,2010/7/20,CNY,17.2,18.2,CNY,60000,CNY,2010/7/7,1,2,A,,2017/12/5,,4
10,2455,百川股份,无锡百川化工股份有限公司,"Wuxi Baichuan Chemical Industry Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2002/7/1,2010/8/3,2010/8/3,CNY,19,20,CNY,22000,CNY,2010/7/21,1,2,A,,2017/12/5,,4
10,2456,欧菲科技,深圳欧菲光科技股份有限公司,"SHENZHEN O-FILM TECH CO.,LTD.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2007/10/22,2010/8/3,2010/8/3,CNY,29,30,CNY,24000,CNY,2010/7/21,1,2,A,,2017/12/5,,4
10,2457,青龙管业,宁夏青龙管业股份有限公司,"Ningxia Qinglong Pipes Industry Co., Ltd.",5,工业,C6105,水泥制品和石棉水泥制品业,C30,非金属矿物制品业,1999/3/1,2010/8/3,2010/8/3,CNY,24,25,CNY,35000,CNY,2010/7/21,1,2,A,,2017/12/5,,4
10,2458,益生股份,山东益生种畜禽股份有限公司,"Shan Dong Yisheng Livestock and Poultry Breeding Co., Ltd.",4,综合,A05,畜牧业,A03,畜牧业,2007/11/1,2010/8/10,2010/8/10,CNY,23,24,CNY,27000,CNY,2010/7/28,1,2,A,,2018/1/30,,4
10,2459,天业通联,秦皇岛天业通联重工股份有限公司,"Qinhuangdao Tianye Tolian Heavy Industry Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2008/7/18,2010/8/10,2010/8/10,CNY,21.46,22.46,CNY,43000,CNY,2010/7/28,1,2,A,,2017/12/5,,4
10,2460,赣锋锂业,江西赣锋锂业股份有限公司,"Ganfeng Lithium Co., Ltd.",5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,2000/3/2,2010/8/10,2010/8/10,CNY,19.7,20.7,CNY,25000,CNY,2010/7/28,1,2,A,,2017/12/5,,4
10,2461,珠江啤酒,广州珠江啤酒股份有限公司,"Guangzhou Zhujiang Brewery Co., Ltd.",5,工业,C05,饮料制造业,C15,酒、饮料和精制茶制造业,2002/12/25,2010/8/18,2010/8/18,CNY,4.8,5.8,CNY,70000,CNY,2010/8/4,1,2,A,,2017/12/5,,4
10,2462,嘉事堂,嘉事堂药业股份有限公司,"Cachet Pharmaceutical Co., Ltd.",6,商业,H01,食品、饮料、烟草和家庭用品批发业,F51,批发业,2003/11/18,2010/8/18,2010/8/18,CNY,11,12,CNY,40000,CNY,2010/8/4,1,2,A,,2017/12/5,,4
10,2463,沪电股份,沪士电子股份有限公司,"WUS Printed Circuit (Kunshan) Co., Ltd.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,1992/4/14,2010/8/18,2010/8/18,CNY,15,16,CNY,80000,CNY,2010/8/4,1,2,A,,2017/12/5,,4
10,2464,众应互联,众应互联科技股份有限公司,"Whole Easy Internet Technology Co., Ltd.",2,公用事业,G87,计算机应用服务业,I64,互联网和相关服务,1993/4/2,2010/8/31,2010/8/31,CNY,14.5,15.5,CNY,35000,CNY,2010/8/18,1,2,N,,2018/2/2,,4
10,2465,海格通信,广州海格通信集团股份有限公司,GUANGZHOU HAIGE COMMUNICATIONS GROUP INCORPORATED COMPANY,5,工业,G81,通信及相关设备制造业,C39,计算机、通信和其他电子设备制造业,2007/7/20,2010/8/31,2010/8/31,CNY,37,38,CNY,85000,CNY,2010/8/18,1,2,A,,2017/12/5,,4
10,2466,天齐锂业,天齐锂业股份有限公司,"Tianqi Lithium Industries,Inc.",5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,2007/12/25,2010/8/31,2010/8/31,CNY,29,30,CNY,24500,CNY,2010/8/18,1,2,A,,2017/12/26,,4
10,2467,二六三,二六三网络通信股份有限公司,NET263 LTD.,2,公用事业,G8705,计算机网络开发、维护与咨询,I64,互联网和相关服务,2003/6/18,2010/9/8,2010/9/8,CNY,25,26,CNY,30000,CNY,2010/8/25,1,2,A,,2017/12/5,,4
10,2468,申通快递,申通快递股份有限公司,"STO Express Co.,Ltd.",2,公用事业,K10,邮政服务业,G60,邮政业,2001/11/1,2010/9/8,2010/9/8,CNY,11.5,12.5,CNY,40000,CNY,2010/8/25,1,2,A,,2017/12/5,,4
10,2469,三维工程,山东三维石化工程股份有限公司,"Shandong Sunway Petrochemical Engineering Co., Ltd.",2,公用事业,K20,专业、科研服务业,M74,专业技术服务业,1994/11/18,2010/9/8,2010/9/8,CNY,32.93,33.93,CNY,16600,CNY,2010/8/25,1,2,A,,2017/12/5,,4
10,2470,金正大,金正大生态工程集团股份有限公司,"Kingenta Ecological Engineering Group Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1998/8/26,2010/9/8,2010/9/8,CNY,14,15,CNY,100000,CNY,2010/8/25,1,2,A,,2018/2/9,,4
10,2471,中超控股,江苏中超控股股份有限公司,"Jiangsu Zhongchao Holding CO.,LTD.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2008/6/26,2010/9/10,2010/9/10,CNY,13.8,14.8,CNY,40000,CNY,2010/8/30,1,2,N,,2018/2/6,,4
10,2472,双环传动,浙江双环传动机械股份有限公司,"Zhejiang Shuanghuan Driveline Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2005/8/25,2010/9/10,2010/9/10,CNY,27,28,CNY,30000,CNY,2010/8/30,1,2,A,,2017/12/5,,4
10,2473,*ST 圣莱,宁波圣莱达电器股份有限公司,"Ningbo Sunlight Electrical Appliance Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2004/3/11,2010/9/10,2010/9/10,CNY,15,16,CNY,20000,CNY,2010/8/30,1,2,A,,2017/12/20,,4
10,2474,榕基软件,福建榕基软件股份有限公司,"FUJIAN RONGJI SOFTWARE CO., LTD.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,1993/10/22,2010/9/15,2010/9/15,CNY,36,37,CNY,26000,CNY,2010/9/1,1,2,A,,2017/12/5,,4
10,2475,立讯精密,立讯精密工业股份有限公司,"Luxshare Precision Industry Co., Ltd.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2009/2/26,2010/9/15,2010/9/15,CNY,27.8,28.8,CNY,43800,CNY,2010/9/1,1,2,A,,2017/12/5,,4
10,2476,宝莫股份,山东宝莫生物化工股份有限公司,"Shandong Polymer Biochemicals Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2005/12/20,2010/9/15,2010/9/15,CNY,22,23,CNY,30000,CNY,2010/9/1,1,2,A,,2017/12/5,,4
10,2477,雏鹰农牧,雏鹰农牧集团股份有限公司,"Chuying Agro-pastoral Group Co., Ltd.",4,综合,A05,畜牧业,A03,畜牧业,2003/5/14,2010/9/15,2010/9/15,CNY,34,35,CNY,33500,CNY,2010/9/1,1,2,A,,2017/12/5,,4
10,2478,常宝股份,江苏常宝钢管股份有限公司,"Jiangsu Changbao Steeltube Co.,Ltd.",5,工业,C69,金属制品业,C33,金属制品业,2008/2/2,2010/9/21,2010/9/21,CNY,15.78,16.78,CNY,69500,CNY,2010/9/8,1,2,A,,2017/12/5,,4
10,2479,富春环保,浙江富春江环保热电股份有限公司,"ZHEJIANG FUCHUNJIANG ENVIRONMENTAL THERMOELECTRIC CO.,LTD.",5,工业,D01,电力、蒸汽、热水的生产和供应业,D44,电力、热力生产和供应业,2008/1/25,2010/9/21,2010/9/21,CNY,24.8,25.8,CNY,54000,CNY,2010/9/8,1,2,A,,2017/12/5,,4
10,2480,新筑股份,成都市新筑路桥机械股份有限公司,"Chengdu Xinzhu Road and Bridge Machinery Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2001/3/28,2010/9/21,2010/9/21,CNY,37,38,CNY,35000,CNY,2010/9/8,1,2,A,,2017/12/5,,4
10,2481,双塔食品,烟台双塔食品股份有限公司,"Yan Tai Shuang Ta Food Co., Ltd.",5,工业,C03,食品制造业,C14,食品制造业,1992/9/10,2010/9/21,2010/9/21,CNY,38.8,39.8,CNY,15000,CNY,2010/9/8,1,2,A,,2017/12/5,,4
10,2482,广田集团,深圳广田集团股份有限公司,"SHENZHEN GRANDLAND GROUP CO.,LTD.",4,综合,E05,装修装饰业,E50,建筑装饰和其他建筑业,2008/8/26,2010/9/29,2010/9/29,CNY,50.98,51.98,CNY,40000,CNY,2010/9/15,1,2,A,,2017/12/5,,4
10,2483,润邦股份,江苏润邦重工股份有限公司,"Jiangsu Rainbow Heavy Industries Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2003/9/25,2010/9/29,2010/9/29,CNY,28,29,CNY,50000,CNY,2010/9/15,1,2,A,,2017/12/5,,4
10,2484,江海股份,南通江海电容器股份有限公司,"Nantong Jianghai Capacitor Co., Ltd.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2002/8/9,2010/9/29,2010/9/29,CNY,19.5,20.5,CNY,40000,CNY,2010/9/15,1,2,A,,2017/12/5,,4
10,2485,希努尔,希努尔男装股份有限公司,"SINOER MEN'S WEAR CO., LTD.",5,工业,C13,服装及其他纤维制品制造业,C18,纺织服装、服饰业,2003/12/17,2010/10/15,2010/10/15,CNY,25.6,26.6,CNY,50000,CNY,2010/9/27,1,2,A,,2017/12/5,,4
10,2486,嘉麟杰,上海嘉麟杰纺织品股份有限公司,SHANGHAI CHALLENGE TEXTILE COMPANY LIMITED,5,工业,C13,服装及其他纤维制品制造业,C18,纺织服装、服饰业,2008/4/23,2010/10/15,2010/10/15,CNY,9.9,10.9,CNY,52000,CNY,2010/9/27,1,2,A,,2017/12/5,,4
10,2487,大金重工,辽宁大金重工股份有限公司,Dajin Heavy Industry Corporation.,5,工业,C69,金属制品业,C33,金属制品业,2001/7/25,2010/10/15,2010/10/15,CNY,37.6,38.6,CNY,30000,CNY,2010/9/27,1,2,A,,2017/12/5,,4
10,2488,金固股份,浙江金固股份有限公司,"ZHEJIANG JINGU CO., LTD.",5,工业,C7505,汽车制造业,C36,汽车制造业,2007/9/28,2010/10/21,2010/10/21,CNY,21,22,CNY,30000,CNY,2010/10/11,1,2,A,,2017/12/5,,4
10,2489,浙江永强,浙江永强集团股份有限公司,"Yotrio Group Co., Ltd.",5,工业,C25,家具制造业,C21,家具制造业,2007/6/15,2010/10/21,2010/10/21,CNY,37,38,CNY,60000,CNY,2010/10/11,1,2,A,,2017/12/5,,4
10,2490,*ST 墨龙,山东墨龙石油机械股份有限公司,SHANDONG MOLONG PETROLEUM MACHINERY CO. LTD.,5,工业,C73,专用设备制造业,C35,专用设备制造业,2001/12/30,2010/10/21,2010/10/21,CNY,17,18,CNY,70000,CNY,2010/10/11,1,2,A,,2017/12/5,568,4
10,2491,通鼎互联,通鼎互联信息股份有限公司,"TONGDING INTERCONNECTION INFORMATION CO.,LTD.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1999/4/22,2010/10/21,2010/10/21,CNY,13.5,14.5,CNY,67000,CNY,2010/10/11,1,2,A,,2017/12/5,,4
10,2492,恒基达鑫,珠海恒基达鑫国际化工仓储股份有限公司,"Zhuhai Winbase International Chemical Tank Terminal Co., Ltd.",2,公用事业,F21,仓储业,G59,仓储业,2000/11/7,2010/11/2,2010/11/2,CNY,15,16,CNY,30000,CNY,2010/10/20,1,2,A,,2017/12/5,,4
10,2493,荣盛石化,荣盛石化股份有限公司,"RONGSHENG PETRO CHEMICAL CO., LTD.",5,工业,C47,化学纤维制造业,C28,化学纤维制造业,2007/6/18,2010/11/2,2010/11/2,CNY,52.8,53.8,CNY,56000,CNY,2010/10/20,1,2,A,,2017/12/5,,4
10,2494,华斯股份,华斯控股股份有限公司,Huasi Holding Company Limited,5,工业,C1410,毛皮鞣制及制品业,C19,皮革、毛皮、羽毛及其制品和制鞋业,2000/10/27,2010/11/2,2010/11/2,CNY,21,22,CNY,28500,CNY,2010/10/20,1,2,A,,2017/12/5,,4
10,2495,佳隆股份,广东佳隆食品股份有限公司,"Guangdong Jialong Food Co., Ltd.",5,工业,C03,食品制造业,C14,食品制造业,2001/7/25,2010/11/2,2010/11/2,CNY,31,32,CNY,26000,CNY,2010/10/20,1,2,A,,2017/12/5,,4
10,2496,辉丰股份,江苏辉丰生物农业股份有限公司,"JIANGSU HUIFENG BIO AGRICULTURE CO., LTD.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1999/1/8,2010/11/9,2010/11/9,CNY,47.69,48.69,CNY,25000,CNY,2010/10/27,1,2,A,,2017/12/5,,4
10,2497,雅化集团,四川雅化实业集团股份有限公司,"Sichuan Yahua Industrial Group Co., Ltd.",5,工业,C4360,专用化学产品制造业,C26,化学原料及化学制品制造业,2001/12/25,2010/11/9,2010/11/9,CNY,29.5,30.5,CNY,40000,CNY,2010/10/27,1,2,A,,2017/12/5,,4
10,2498,汉缆股份,青岛汉缆股份有限公司,"Qingdao Hanhe Cable Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2007/12/28,2010/11/9,2010/11/9,CNY,35,36,CNY,50000,CNY,2010/10/27,1,2,A,,2017/12/5,,4
10,2499,科林环保,科林环保装备股份有限公司,"Kelin Environmental Protection Equipment,Inc.",5,工业,D01,电力、蒸汽、热水的生产和供应业,D44,电力、热力生产和供应业,1999/4/16,2010/11/9,2010/11/9,CNY,24,25,CNY,19000,CNY,2010/10/27,1,2,A,,2018/2/9,,4
10,2500,山西证券,山西证券股份有限公司,SHANXI SECURITIES COMPANY LIMITED,1,金融,I21,证券、期货业,J67,资本市场服务,1988/7/28,2010/11/15,2010/11/15,CNY,6.8,7.8,CNY,400000,CNY,2010/11/1,1,2,A,,2017/12/5,,4
10,2501,利源精制,吉林利源精制股份有限公司,"Jilin Liyuan Precision Manufacturing Co., Ltd.",5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,2008/11/18,2010/11/17,2010/11/17,CNY,34,35,CNY,23600,CNY,2010/11/3,1,2,A,,2017/12/5,,4
10,2502,骅威文化,骅威文化股份有限公司,"HUAWEI CULTURE CO.,LTD",2,公用事业,L10,广播电影电视业,R86,广播、电视、电影和影视录音制作业,1997/8/26,2010/11/17,2010/11/17,CNY,28,29,CNY,22000,CNY,2010/11/3,1,2,A,,2017/12/5,,4
10,2503,搜于特,搜于特集团股份有限公司,"SouYuTe Fashion Co., Ltd.",5,工业,C13,服装及其他纤维制品制造业,C18,纺织服装、服饰业,2006/11/28,2010/11/17,2010/11/17,CNY,74,75,CNY,20000,CNY,2010/11/3,1,2,A,,2017/12/5,,4
10,2504,*ST 弘高,北京弘高创意建筑设计股份有限公司,"Beijing Honggao Creative Construction Design Co., Ltd",4,综合,E05,装修装饰业,E50,建筑装饰和其他建筑业,1998/8/31,2010/11/18,2010/11/18,CNY,15,16,CNY,27000,CNY,2010/11/8,1,2,A,,2017/12/27,,4
10,2505,大康农业,湖南大康国际农业食品股份有限公司,"HUNAN DAKANG INTERNATIONAL FOOD & AGRICULTURE CO.,LTD",4,综合,A0501,牲畜饲养放牧业,A03,畜牧业,2002/8/22,2010/11/18,2010/11/18,CNY,23,24,CNY,26000,CNY,2010/11/8,1,2,A,,2017/12/22,,4
10,2506,协鑫集成,协鑫集成科技股份有限公司,"GCL System Integration Technology Co., Ltd.",5,工业,C57,其他电子设备制造业,C39,计算机、通信和其他电子设备制造业,2003/6/26,2010/11/18,2010/11/18,CNY,35,36,CNY,66000,CNY,2010/11/8,1,2,A,,2017/12/5,,4
10,2507,涪陵榨菜,重庆市涪陵榨菜集团股份有限公司,"Chongqing Fuling Zhacai Group Co., Ltd.",5,工业,C03,食品制造业,C14,食品制造业,1988/4/30,2010/11/23,2010/11/23,CNY,12.99,13.99,CNY,40000,CNY,2010/11/10,1,2,N,,2017/12/4,,4
10,2508,老板电器,杭州老板电器股份有限公司,"Hangzhou Robam Appliances Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2000/11/7,2010/11/23,2010/11/23,CNY,23,24,CNY,40000,CNY,2010/11/10,1,2,A,,2017/12/5,,4
10,2509,天广中茂,天广中茂股份有限公司,"TianGuang ZhongMao Co.,Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2002/12/13,2010/11/23,2010/11/23,CNY,19.19,20.19,CNY,25000,CNY,2010/11/10,1,2,N,,2018/2/2,,4
10,2510,天汽模,天津汽车模具股份有限公司,"Tianjin Motor Dies Co., Ltd.",5,工业,C7505,汽车制造业,C36,汽车制造业,1996/12/3,2010/11/25,2010/11/25,CNY,16.5,17.5,CNY,52000,CNY,2010/11/15,1,2,A,,2017/12/5,,4
10,2511,中顺洁柔,中顺洁柔纸业股份有限公司,"C and S Paper Co., Ltd.",5,工业,C31,造纸及纸制品业,C22,造纸及纸制品业,2008/12/31,2010/11/25,2010/11/25,CNY,37,38,CNY,40000,CNY,2010/11/15,1,2,A,,2017/12/5,,4
10,2512,达华智能,中山达华智能科技股份有限公司,"Tatwah Smartech Co.,Ltd.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,1993/8/10,2010/12/3,2010/12/3,CNY,25,26,CNY,30000,CNY,2010/11/22,1,2,N,,2017/12/6,,4
10,2513,蓝丰生化,江苏蓝丰生物化工股份有限公司,"Jiangsu Lanfeng Bio-chemical Co., Ltd.",5,工业,C4320,化学农药制造业,C26,化学原料及化学制品制造业,2007/9/24,2010/12/3,2010/12/3,CNY,42.2,43.2,CNY,19000,CNY,2010/11/22,1,2,A,,2017/12/5,,4
10,2514,宝馨科技,苏州宝馨科技实业股份有限公司,"Suzhou Boamax Technologies Group Co., Ltd.",5,工业,C69,金属制品业,C33,金属制品业,2001/10/8,2010/12/3,2010/12/3,CNY,22,23,CNY,17000,CNY,2010/11/22,1,2,A,,2017/12/5,,4
10,2515,金字火腿,金字火腿股份有限公司,"Jinzi Ham Co., Ltd.",5,工业,C01,食品加工业,C13,农副食品加工业,1994/11/15,2010/12/3,2010/12/3,CNY,33,34,CNY,18500,CNY,2010/11/22,1,2,A,,2017/12/5,,4
10,2516,旷达科技,旷达科技集团股份有限公司,"Kuangda Technology Group Co.,Ltd.",5,工业,C11,纺织业,C17,纺织业,2007/12/18,2010/12/7,2010/12/7,CNY,19.1,20.1,CNY,50000,CNY,2010/11/24,1,2,A,,2017/12/5,,4
10,2517,恺英网络,恺英网络股份有限公司,"Kingnet Network Co., Ltd.",2,公用事业,G87,计算机应用服务业,I64,互联网和相关服务,2009/8/31,2010/12/7,2010/12/7,CNY,19,20,CNY,22100,CNY,2010/11/24,1,2,N,,2018/1/8,,4
10,2518,科士达,深圳科士达科技股份有限公司,"SHENZHEN KSTAR SCIENCE & TECHNOLOGY CO.,LTD",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1993/3/17,2010/12/7,2010/12/7,CNY,31.5,32.5,CNY,29000,CNY,2010/11/24,1,2,A,,2017/12/5,,4
10,2519,银河电子,江苏银河电子股份有限公司,"Jiang Su Yin He Electronics Co.,Ltd.",5,工业,G81,通信及相关设备制造业,C39,计算机、通信和其他电子设备制造业,2000/6/15,2010/12/7,2010/12/7,CNY,35.8,36.8,CNY,17600,CNY,2010/11/24,1,2,A,,2017/12/5,,4
10,2520,日发精机,浙江日发精密机械股份有限公司,"Zhejiang RIFA Precision Machinery Co.,Ltd.",5,工业,C7105,金属加工机械制造业,C34,通用设备制造业,2000/12/28,2010/12/10,2010/12/10,CNY,34,35,CNY,16000,CNY,2010/12/1,1,2,N,,2017/11/23,,4
10,2521,齐峰新材,齐峰新材料股份有限公司,"QIFENG NEW MATERIAL CO.,LTD.",5,工业,C31,造纸及纸制品业,C22,造纸及纸制品业,2007/12/29,2010/12/10,2010/12/10,CNY,40.5,41.5,CNY,37000,CNY,2010/12/1,1,2,A,,2017/12/5,,4
10,2522,浙江众成,浙江众成包装材料股份有限公司,"Zhejiang Zhongcheng Packing Material Co., Ltd.",5,工业,C49,塑料制造业,C29,橡胶和塑料制品业,2001/10/23,2010/12/10,2010/12/10,CNY,29,30,CNY,26670,CNY,2010/12/1,1,2,A,,2017/12/5,,4
10,2523,天桥起重,株洲天桥起重机股份有限公司,"Zhuzhou Tianqiao Crane Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2007/8/29,2010/12/10,2010/12/10,CNY,18.5,19.5,CNY,40000,CNY,2010/12/1,1,2,N,,2017/12/22,,4
10,2524,光正集团,光正集团股份有限公司,"Guangzheng Group Co.,Ltd",5,工业,D01,电力、蒸汽、热水的生产和供应业,D45,燃气生产和供应业,2008/6/30,2010/12/17,2010/12/17,CNY,14.18,15.18,CNY,22600,CNY,2010/12/8,1,2,N,,2017/12/18,,4
10,2526,山东矿机,山东矿机集团股份有限公司,"Shandong Mining Machinery Group Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,1999/12/3,2010/12/17,2010/12/17,CNY,19,20,CNY,67000,CNY,2010/12/8,1,2,A,,2017/12/5,,4
10,2527,新时达,上海新时达电气股份有限公司,Shanghai Step Electric Corporation.,5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1995/3/10,2010/12/24,2010/12/24,CNY,15,16,CNY,50000,CNY,2010/12/15,1,2,A,,2017/12/5,,4
10,2528,英飞拓,深圳英飞拓科技股份有限公司,Shenzhen Infinova Limited.,5,工业,C57,其他电子设备制造业,C39,计算机、通信和其他电子设备制造业,2008/1/8,2010/12/24,2010/12/24,CNY,52.8,53.8,CNY,37000,CNY,2010/12/15,1,2,A,,2017/12/5,,4
10,2529,海源机械,福建海源自动化机械股份有限公司,"Fujian Haiyuan Automatic Equipments Co., Ltd",5,工业,C71,普通机械制造业,C34,通用设备制造业,2007/12/29,2010/12/24,2010/12/24,CNY,17,18,CNY,40000,CNY,2010/12/15,1,2,A,,2017/12/5,,4
10,2530,金财互联,金财互联控股股份有限公司,JC Finance & Tax Interconnect Holdings Ltd.,2,公用事业,G87,计算机应用服务业,I64,互联网和相关服务,2007/11/16,2010/12/31,2010/12/31,CNY,11,12,CNY,34000,CNY,2010/12/22,1,2,A,,2017/12/5,,4
10,2531,天顺风能,天顺风能(苏州)股份有限公司,"Titan Wind Energy (Suzhou) Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2005/1/18,2010/12/31,2010/12/31,CNY,23.9,24.9,CNY,52000,CNY,2010/12/22,1,2,A,,2017/12/5,,4
10,2532,新界泵业,新界泵业集团股份有限公司,"Shimge Pump Industry Group Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2009/4/9,2010/12/31,2010/12/31,CNY,31.88,32.88,CNY,20000,CNY,2010/12/22,1,2,A,,2017/12/5,,4
10,2533,金杯电工,金杯电工股份有限公司,"Goldcup Electric Apparatus Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2004/5/24,2010/12/31,2010/12/31,CNY,32.8,33.8,CNY,35000,CNY,2010/12/22,1,2,A,,2017/12/5,,4
