prov_name,指标,地区生产总值(亿元),第一产业增加值(亿元),第二产业增加值(亿元),第三产业增加值(亿元),农林牧渔业增加值(亿元),工业增加值(亿元),建筑业增加值(亿元),批发和零售业增加值(亿元),批发和零售贸易餐饮业增加值(亿元),交通运输、仓储和邮政业增加值(亿元),交通运输、仓储和邮电通信业增加值(亿元),住宿和餐饮业增加值(亿元),金融业增加值(亿元),房地产业增加值(亿元),其他行业增加值(亿元),人均地区生产总值(元/人)
上海市,2006,10572.24,93.81,4969.95,5508.48,93.81,4575.3,394.65,1218.13,NA,643.92,NA,194.08,825.2,773.61,1853.54,57310
上海市,2005,9247.66,90.26,4381.2,4776.2,90.26,4036.85,344.35,1004.77,NA,571.57,NA,168.31,675.12,715.97,1640.46,51474
上海市,2004,8072.83,83.45,3892.12,4097.26,83.45,3593.25,298.87,745,NA,493.6,NA,150.88,612.45,666.3,1429.03,46338
上海市,2003,6694.23,81.02,3209.02,3404.19,81.02,2941.24,267.78,NA,731.3,NA,547.81,NA,517.97,487.82,1119.29,39128
上海市,2002,5741.03,79.68,2622.45,3038.9,79.68,2368.02,254.43,NA,660.49,NA,479.13,NA,485.25,384.86,1029.17,35329
上海市,2001,5210.12,78,2403.18,2728.94,78,2166.74,236.44,NA,603.92,NA,426.32,NA,529.26,328.59,840.85,32201
上海市,2e3,4771.17,76.68,2207.63,2486.86,76.68,1998.96,208.67,NA,533.89,NA,385.61,NA,602.95,263.35,701.06,29671
上海市,1999,4188.73,74.49,1984.64,2129.6,74.49,1787.98,196.66,NA,484.59,NA,324.25,NA,516.53,219.03,585.2,27071
上海市,1998,3801.09,73.84,1871.89,1855.36,73.84,1670.19,201.7,NA,442.61,NA,284.17,NA,465.45,191.8,471.33,25206
上海市,1997,3438.79,72.03,1774.02,1592.74,72.03,1598.91,175.11,NA,404.18,NA,258.37,NA,424.39,151.74,354.06,23397
江苏省,2016,77388.28,4077.18,34619.5,38691.6,4323.53,30455.15,4173.66,7470.27,NA,2837.16,NA,1291.32,6011.13,4292.79,16533.28,96887
江苏省,2015,70116.38,3986.05,32044.45,34085.88,4209.5,27996.43,4055.42,6992.68,NA,2705.44,NA,1189.4,5302.93,3755.45,13909.11,87995
江苏省,2014,65088.32,3634.33,30854.5,30599.49,3835.16,26962.97,3899.47,6559.03,NA,2591.15,NA,1094.45,4723.69,3564.44,11857.96,81874
江苏省,2013,59753.37,3469.86,29086.08,27197.43,3646.06,25503.86,3590.16,6123.46,NA,2425.11,NA,1027.97,3958.79,3308.4,10169.56,75354
江苏省,2012,54058.22,3418.29,27121.95,23517.98,3418.29,23908.47,3213.48,5704.66,NA,2352.4,NA,1045.21,3136.51,2992.82,8286.38,68347
江苏省,2011,49110.27,3064.78,25203.28,20842.21,3064.78,22280.61,2922.67,5341.39,NA,2127.93,NA,919.13,2600.11,2747.89,7105.77,62290
江苏省,2010,41425.48,2540.1,21753.93,17131.45,2540.1,19277.65,2476.28,4447.5,NA,1768.3,NA,710.98,2105.92,2600.95,5497.8,52840
江苏省,2009,34457.3,2261.86,18566.37,13629.07,2261.86,16464.94,2101.43,3579.81,NA,1423.25,NA,678.36,1596.98,2025.39,4325.28,44253
江苏省,2008,30981.98,2100.11,16993.34,11888.53,2100.11,15271.2,1722.14,3115.09,NA,1346.26,NA,584.67,1298.48,1626.13,3917.9,40014
江苏省,2007,26018.48,1816.31,14471.26,9730.91,1816.31,13105.24,1366.02,2472.64,NA,1101.18,NA,432.83,1054.25,1365.71,3304.3,33837
江苏省,2006,21742.05,1545.05,12282.89,7914.11,1545.05,11097.64,1185.25,2043.09,NA,953.57,NA,375.08,653.25,1017.91,2871.21,28685
江苏省,2005,18598.69,1461.51,10524.96,6612.22,1461.51,9440.18,1084.78,1870.57,NA,798.11,NA,299.13,492.4,799.73,2352.28,24560
江苏省,2004,15003.6,1367.58,8437.99,5198.03,1367.58,7514.39,923.6,1533.64,NA,603.76,NA,235.58,440.5,534.17,1850.38,20223
江苏省,2003,12442.87,1162.45,6787.11,4493.31,1162.45,6004.65,782.46,NA,1434.33,NA,821.48,NA,392.11,447.47,1397.92,16830
江苏省,2002,10606.85,1110.44,5604.49,3891.92,1110.44,4880.09,724.4,NA,1246.05,NA,717.76,NA,368.86,371.09,1188.16,14396
江苏省,2001,9456.84,1094.48,4907.46,3454.9,1094.48,4270.9,636.56,NA,1094.24,NA,644.87,NA,353.41,326.74,1035.64,12882
江苏省,2e3,8553.69,1048.34,4435.89,3069.46,1048.34,3848.52,587.37,NA,958.5,NA,557.37,NA,349.49,298.15,905.95,11765
江苏省,1999,7697.82,1037.37,3920.15,2740.3,1037.37,3387.99,532.16,NA,886.83,NA,484.86,NA,330.25,272.34,766.02,10695
江苏省,1998,7199.95,1047.16,3640.1,2512.69,1047.16,3157.69,482.41,NA,817.85,NA,435.77,NA,322.33,253.14,683.6,10049
江苏省,1997,6680.34,1035.8,3411.86,2232.68,1035.8,3016.44,395.42,NA,764.88,NA,369.54,NA,318.08,211.22,568.96,9371
浙江省,2016,47251.36,1965.18,21194.61,24091.57,2000.23,18655.12,2610.72,5754.19,NA,1774.37,NA,1119,3050.61,2607,9680.12,84916
浙江省,2015,42886.49,1832.91,19711.67,21341.91,1865.2,17217.47,2558.38,5245.03,NA,1631.88,NA,995.02,2922.93,2351.42,8099.05,77644
浙江省,2014,40173.03,1777.18,19175.06,19220.79,1808.68,16771.9,2467.1,4911.71,NA,1525.93,NA,884.91,2767.44,2166.86,6870.58,73002
浙江省,2013,37756.59,1760.34,18047.52,17948.72,1787.25,15837.2,2243.01,4589.13,NA,1427.52,NA,768.64,2795.13,2229.69,6079.01,68805
浙江省,2012,34665.33,1667.88,17316.32,15681.13,1667.88,15338.02,1978.3,3684.34,NA,1278.91,NA,655.74,2762.24,1927.93,5371.97,63374
浙江省,2011,32318.85,1583.04,16555.58,14180.23,1583.04,14683.03,1872.55,3288.53,NA,1206.95,NA,620.25,2730.29,1677.13,4657.08,59249
浙江省,2010,27722.31,1360.56,14297.93,12063.82,1360.56,12657.78,1640.15,2646.14,NA,1076.67,NA,523.67,2326.58,1618.17,3872.59,51711
浙江省,2009,22990.35,1163.08,11908.49,9918.78,1163.08,10518.21,1390.28,2119.39,NA,888.02,NA,416.84,1899.33,1316.84,3278.36,43842
浙江省,2008,21462.69,1095.96,11567.42,8799.31,1095.96,10328.72,1238.7,1899.02,NA,843.2,NA,388.01,1653.45,1052.03,2963.6,41405
浙江省,2007,18753.73,986.02,10154.25,7613.46,986.02,9090.74,1063.51,1650.14,NA,748.61,NA,321.39,1251.43,981.42,2660.47,36676
浙江省,2006,15718.47,925.1,8511.51,6281.86,925.1,7585.47,926.04,1411.7,NA,635.16,NA,262.15,906.37,794.41,2272.07,31684
浙江省,2005,13417.68,892.83,7164.75,5360.1,892.83,6344.71,820.04,1258.2,NA,513.74,NA,224.84,686.32,688.86,1988.14,27703
浙江省,2004,11648.7,814.1,6250.38,4584.22,814.1,5491.33,759.05,1126.07,NA,444.65,NA,202.55,523.49,587.83,1699.63,24352
浙江省,2003,9705.02,717.85,5096.38,3890.79,717.85,4462.97,633.41,NA,1095.92,NA,559.07,NA,451.54,473.16,1311.1,20444
浙江省,2002,8003.67,685.2,4090.48,3227.99,685.2,3640.84,449.64,NA,983.72,NA,490.16,NA,347.53,360.63,1045.95,16978
浙江省,2001,6898.34,659.78,3572.88,2665.68,659.78,3181.94,390.94,NA,868,NA,418.62,NA,260.36,274.79,843.91,14713
浙江省,2e3,6141.03,630.98,3273.93,2236.12,630.98,2945.7,328.23,NA,794.64,NA,363.36,NA,221.73,213.62,642.77,13416
浙江省,1999,5443.92,606.31,2974.74,1862.87,606.31,2679.68,295.06,NA,687.4,NA,316.01,NA,200.83,165.12,493.51,12214
浙江省,1998,5052.62,609.3,2766.94,1676.38,609.3,2484.97,281.97,NA,645.71,NA,284.42,NA,179.83,144.71,421.71,11394
浙江省,1997,4686.11,618.9,2554.57,1512.64,618.9,2285.24,269.33,NA,602.12,NA,260.71,NA,163.76,113.63,372.42,10624
安徽省,2016,24407.62,2567.72,11821.58,10018.32,2693.19,10076.94,1763.53,1775.87,NA,826.9,NA,458.02,1447.02,1124.07,4242.09,39561
安徽省,2015,22005.63,2456.69,10946.83,8602.11,2550.3,9264.82,1698.92,1640.93,NA,791.72,NA,417.81,1241.87,870.07,3529.2,35997
安徽省,2014,20848.75,2392.39,11077.67,7378.68,2481.89,9455.48,1638.32,1500.28,NA,784.44,NA,347.66,1046.67,807.33,2786.67,34425
安徽省,2013,19229.34,2267.15,10390.04,6572.14,2348.09,8880.45,1524.11,1375.39,NA,730.36,NA,314.98,912.77,711.71,2431.48,32001
安徽省,2012,17212.05,2178.73,9404.84,5628.48,2178.73,8025.84,1379,1223.97,NA,650.21,NA,268.95,617.62,665.76,2201.97,28792
安徽省,2011,15300.65,2015.31,8309.38,4975.96,2015.31,7062,1247.38,1050.61,NA,589.82,NA,252.62,503.85,634.92,1944.14,25659
安徽省,2010,12359.33,1729.02,6436.62,4193.69,1729.02,5407.4,1029.22,887.66,NA,527.02,NA,193.78,396.17,532.17,1656.89,20888
安徽省,2009,10062.82,1495.45,4905.22,3662.15,1495.45,4064.72,840.5,733.19,NA,467.92,NA,157.14,359.6,497.94,1446.36,16408
安徽省,2008,8851.66,1418.09,4198.93,3234.64,1418.09,3505.67,693.26,611.15,NA,443.81,NA,144.35,313.81,431.27,1290.25,14448
安徽省,2007,7360.92,1200.18,3370.96,2789.78,1200.18,2810,560.96,511.66,NA,408.33,NA,121,223.85,366.57,1158.37,12039
安徽省,2006,6112.5,1011.03,2711.18,2390.29,1011.03,2240.37,470.81,442.41,NA,363.12,NA,105.59,166.01,281.98,1031.18,10044
安徽省,2005,5350.17,966.5,2245.9,2137.77,966.5,1837.36,408.54,393.75,NA,336.39,NA,96.27,127.05,231.66,952.65,8670
安徽省,2004,4759.3,950.5,1844.9,1963.9,950.5,1488.9,356,349,NA,319.79,NA,95.73,94.1,188.28,917,7681
安徽省,2003,3923.11,749.4,1535.29,1638.42,749.4,1255.8,279.49,NA,380.49,NA,326.34,NA,87.45,162.63,681.5,6375
安徽省,2002,3519.72,783.66,1337.04,1399.02,783.66,1115.09,221.95,NA,343.87,NA,275.27,NA,81.85,139.18,558.85,5736
安徽省,2001,3246.71,760.77,1254.88,1231.06,760.77,1062,192.88,NA,323.51,NA,239.5,NA,78.83,123.93,465.29,5313
安徽省,2e3,2902.09,741.77,1056.78,1103.54,741.77,885.1,171.68,NA,300.75,NA,215.61,NA,76.54,112.27,398.37,4779
安徽省,1999,2712.34,746.72,974.32,991.3,746.72,820.25,154.07,NA,290.69,NA,203.86,NA,75.39,98.44,322.92,4495
安徽省,1998,2542.96,744.08,920.5,878.38,744.08,765.95,154.55,NA,264.84,NA,185,NA,73.83,85.48,269.23,4235
安徽省,1997,2347.32,736.26,828.85,782.21,736.26,703.69,125.16,NA,242.04,NA,164.84,NA,75.66,73.75,225.92,3929
福建省,2016,28810.58,2363.22,14093.47,12353.89,2444.81,11698.36,2421.34,2204.6,NA,1689.82,NA,421.51,1866.17,1269.67,4794.3,74707
福建省,2015,25979.82,2118.1,13064.82,10796.9,2193.6,10820.22,2268.86,2046.29,NA,1547.3,NA,398.35,1681.33,1077.88,3945.53,67966
福建省,2014,24055.76,2014.8,12515.36,9525.6,2085.12,10426.71,2112.03,1961.18,NA,1320.35,NA,374.61,1449.82,1090.22,3235.8,63472
福建省,2013,21868.49,1874.23,11329.6,8664.66,1938.98,9455.32,1895.48,1789.88,NA,1176.19,NA,353.23,1264.72,1095.08,2899.61,58145
福建省,2012,19701.78,1776.71,10187.94,7737.13,1776.71,8541.94,1646,1670.26,NA,1090.07,NA,337.48,1015.37,1039.71,2584.24,52763
福建省,2011,17560.18,1612.24,9069.2,6878.74,1612.24,7675.09,1394.11,1511.29,NA,963.85,NA,300.35,862.41,911.16,2329.68,47377
福建省,2010,14737.12,1363.67,7522.83,5850.62,1363.67,6397.71,1125.12,1310.94,NA,871.16,NA,266.47,767.58,679.03,1955.44,40025
福建省,2009,12236.53,1182.74,6005.3,5048.49,1182.74,5106.38,898.92,1043.42,NA,751.42,NA,235.98,612.2,656.61,1748.86,33437
福建省,2008,10823.01,1158.17,5318.44,4346.4,1158.17,4593.24,725.2,897.32,NA,703.72,NA,205.57,497.65,506.98,1535.16,29755
福建省,2007,9248.53,1002.11,4476.42,3770,1002.11,3896.76,579.66,769.15,NA,626.32,NA,175.1,385.84,511.5,1302.09,25582
福建省,2006,7583.85,865.98,3695.04,3022.83,865.98,3230.49,464.56,641.13,NA,521.16,NA,151.83,243.9,435.22,1029.59,21152
福建省,2005,6554.69,827.36,3175.92,2551.41,827.36,2801.88,374.05,571.3,NA,447.2,NA,120.84,186.12,331.8,894.15,18646
福建省,2004,5763.35,786.84,2770.49,2206.02,786.84,2438.62,331.87,524.16,NA,406.89,NA,93.14,171,248.44,762.39,16469
福建省,2003,4983.67,692.94,2340.82,1949.91,692.94,2061.31,279.51,NA,520.56,NA,478.84,NA,150.09,215.84,584.58,14333
福建省,2002,4467.55,664.78,2036.97,1765.8,664.78,1808.95,228.02,NA,465.91,NA,445.06,NA,138.28,188.09,528.46,12938
福建省,2001,4072.85,651.11,1803.5,1618.24,651.11,1586.48,217.02,NA,429.56,NA,428.87,NA,124.84,165.31,469.66,11892
福建省,2e3,3764.54,640.57,1628.45,1495.52,640.57,1422.34,206.11,NA,399.11,NA,410.66,NA,118.85,147.6,419.3,11194
福建省,1999,3414.19,628.86,1434.3,1351.03,628.86,1230.22,204.08,NA,364.97,NA,366.27,NA,113.4,126.22,380.17,10323
福建省,1998,3159.91,610.04,1335.05,1214.82,610.04,1132.79,202.26,NA,341.19,NA,326.63,NA,114.01,105.5,327.49,9603
福建省,1997,2870.9,576.63,1214.81,1079.46,576.63,1039.62,175.19,NA,306.22,NA,283.44,NA,109.07,93.27,287.46,8775
江西省,2016,18499,1904.53,8829.54,7764.93,1962.35,7219.11,1610.91,1264.66,NA,796.47,NA,425.34,1056.3,745.89,3417.97,40400
江西省,2015,16723.78,1772.98,8411.57,6539.23,1827.8,6918,1493.77,1186.72,NA,736.15,NA,391.08,897.65,548.26,2724.39,36724
江西省,2014,15714.63,1683.72,8247.93,5782.98,1735.29,6848.63,1399.59,1113.95,NA,710.08,NA,353.48,739.7,522.81,2291.1,34674
江西省,2013,14410.19,1588.51,7713.02,5108.66,1636.49,6452.41,1260.61,1035.04,NA,678.62,NA,319.71,542.83,500.57,1983.91,31930
江西省,2012,12948.88,1520.23,6942.59,4486.06,1520.23,5828.2,1114.39,935.94,NA,630.56,NA,310.84,413.07,421.83,1773.82,28800
江西省,2011,11702.82,1391.07,6390.55,3921.2,1391.07,5411.86,978.69,831.97,NA,507.44,NA,270.29,357.44,402.51,1551.55,26150
江西省,2010,9451.26,1206.98,5122.88,3121.4,1206.98,4286.76,836.12,666.89,NA,446.22,NA,200.71,241.49,340.56,1225.53,21253
江西省,2009,7655.18,1098.66,3919.45,2637.07,1098.66,3196.56,722.89,553.89,NA,394.9,NA,167.59,165.1,305.9,1049.69,17335
江西省,2008,6971.05,1060.38,3554.81,2355.86,1060.38,2906.86,647.95,465.26,NA,388.42,NA,131.71,130.57,281.96,957.94,15900
江西省,2007,5800.25,905.77,2975.53,1918.95,905.77,2412.3,563.23,381.25,NA,371.6,NA,92.45,101.34,225.96,746.35,13322
江西省,2006,4820.53,786.14,2419.74,1614.65,786.14,1905.15,514.59,326.58,NA,339.08,NA,79.97,79.75,184.67,604.6,10679
江西省,2005,4056.76,727.37,1917.47,1411.92,727.37,1455.5,461.97,288.52,NA,300.6,NA,67.11,69.55,171.88,514.26,9440
江西省,2004,3456.7,664.5,1566.4,1225.8,664.5,1140,426.4,242.21,NA,320.5,NA,54.16,65.1,167.2,376.63,8097
江西省,2003,2807.41,560,1204.33,1043.08,560,863.31,341.02,NA,243.06,NA,266.11,NA,64.31,138.02,331.58,6624
江西省,2002,2450.48,535.98,941.77,972.73,535.98,702.42,239.35,NA,214.19,NA,248.61,NA,76.51,125.27,308.15,5829
江西省,2001,2175.68,506,786.12,883.56,506,603.23,182.89,NA,192.06,NA,217.94,NA,82.02,114.84,276.7,5221
江西省,2e3,2003.07,485.14,700.76,817.17,485.14,543.88,156.88,NA,181.96,NA,194.98,NA,92.97,89.76,257.5,4851
江西省,1999,1853.65,464.4,648.82,740.43,464.4,503.79,145.03,NA,161.63,NA,167.74,NA,101.15,76.31,233.6,4402
江西省,1998,1719.87,450.44,608.22,661.21,450.44,477.15,131.07,NA,143.54,NA,145.4,NA,100.5,60.56,211.21,4124
江西省,1997,1605.77,475.18,548.84,581.75,475.18,438.98,109.86,NA,124.66,NA,115.41,NA,97.4,53.11,191.17,3890
山东省,2016,68024.49,4929.13,31343.67,31751.69,5171.13,27588.7,3806.31,9044.95,NA,2725.41,NA,1440.16,3364.56,2773.29,12109.97,68733
山东省,2015,63002.33,4979.08,29485.9,28537.35,5182.9,25910.75,3664.86,8416.13,NA,2503.65,NA,1301.36,2994.66,2592.67,10435.36,64168
山东省,2014,59426.59,4798.36,28788.11,25840.12,4992.88,25340.86,3534.48,7826.46,NA,2326.25,NA,1112.19,2709.65,2526.16,9057.67,60879
山东省,2013,55230.32,4565.97,27442.85,23221.51,4742.63,24265.31,3261.07,6897.76,NA,2065.16,NA,985.96,2383.43,2363.27,8265.74,56885
山东省,2012,50013.24,4281.7,25735.73,19995.81,4281.7,22798.33,2937.4,6507.4,NA,2516.19,NA,1059.47,1936.11,1984.49,5992.16,51768
山东省,2011,45361.85,3973.85,24017.11,17370.89,3973.85,21275.89,2741.22,5400.19,NA,2328.38,NA,881.58,1640.41,1838.14,5282.19,47335
山东省,2010,39169.92,3588.28,21238.49,14343.14,3588.28,18861.45,2377.04,4257.4,NA,1971,NA,670.97,1361.45,1622.15,4460.17,41106
山东省,2009,33896.65,3226.64,18901.83,11768.18,3226.64,16896.14,2005.69,3106.24,NA,1742.33,NA,594.5,1044.9,1329.59,3950.62,35894
山东省,2008,30933.28,3002.65,17571.98,10358.64,3002.65,15894.95,1677.03,2523.85,NA,1721.24,NA,540.05,880.28,1104.95,3588.27,32936
山东省,2007,25776.91,2509.14,14647.53,8620.24,2509.14,13283.72,1363.81,2119.72,NA,1334.62,NA,467.78,734.9,953.69,3009.53,27604
山东省,2006,21900.19,2138.9,12574.03,7187.26,2138.9,11378.82,1195.21,1749.61,NA,1193.32,NA,389.89,524.94,786.51,2542.99,23546
山东省,2005,18366.87,1963.51,10478.62,5924.74,1963.51,9418.58,1060.04,1430.96,NA,972.85,NA,344.33,448.36,664.9,2063.34,20096
山东省,2004,15021.84,1778.45,8478.69,4764.7,1778.45,7576.12,902.57,1171.86,NA,782.64,NA,304.14,343.37,473.27,1689.42,16413
山东省,2003,12078.15,1480.67,6485.05,4112.43,1480.67,5706.71,778.34,NA,1283.7,NA,710.18,NA,329.71,418.21,1370.63,13268
山东省,2002,10275.5,1390,5184.98,3700.52,1390,4518.87,666.11,NA,1142.54,NA,655.64,NA,310.07,371.13,1221.14,11340
山东省,2001,9195.04,1359.49,4556.01,3279.53,1359.49,4004.09,551.92,NA,972.33,NA,657.57,NA,318.34,330.04,1001.25,10195
山东省,2e3,8337.47,1268.57,4164.45,2904.45,1268.57,3665.74,498.71,NA,856.94,NA,545.13,NA,314.25,275.9,912.23,9326
山东省,1999,7493.84,1221,3644.32,2628.52,1221,3197.16,447.16,NA,787.9,NA,484.65,NA,308.43,255.85,791.69,8483
山东省,1998,7021.35,1215.81,3408.06,2397.49,1215.81,3008.45,399.61,NA,735.63,NA,437.37,NA,304.22,240.34,679.92,7968
山东省,1997,6537.07,1195,3147.37,2194.7,1195,2796.02,351.35,NA,664.92,NA,420.49,NA,298.45,222.56,588.27,7461
河南省,2016,40471.79,4286.21,19275.82,16909.76,4439.96,17042.72,2292.04,2987.25,NA,1938.06,NA,1110.87,2256.61,1890.01,6514.27,42575
河南省,2015,37002.16,4209.56,17917.37,14875.23,4348.4,15823.33,2152.25,2609.46,NA,1809.39,NA,1030.8,1991.11,1657.04,5580.37,39123
河南省,2014,34938.24,4160.01,17816.56,12961.67,4259.98,15809.09,2077.24,2278.45,NA,1676.46,NA,998.35,1509.2,1541.76,4786.15,37072
河南省,2013,32191.3,3972.7,16742.9,11475.7,4058.98,14937.72,1881.23,2072.59,NA,1474.19,NA,911.67,1280.92,1489.03,4084.97,34211
河南省,2012,29599.31,3769.54,16672.2,9157.57,3769.54,15017.56,1654.64,1877.82,NA,1151.91,NA,898.36,1013.6,1040.7,3175.18,31499
河南省,2011,26931.03,3512.24,15427.08,7991.72,3512.24,13949.32,1477.76,1586.09,NA,961.5,NA,797.99,868.2,987,2790.94,28661
河南省,2010,23092.36,3258.09,13226.38,6607.89,3258.09,11950.88,1275.5,1293.5,NA,873.3,NA,605.23,697.68,773.23,2364.95,24446
河南省,2009,19480.46,2769.05,11010.5,5700.91,2769.05,9900.27,1110.23,1057.81,NA,823.57,NA,526.51,499.92,622.98,2170.12,20597
河南省,2008,18018.53,2658.78,10259.99,5099.76,2658.78,9328.15,931.84,916.5,NA,802.25,NA,511.71,413.83,512.42,1943.05,19181
河南省,2007,15012.46,2217.66,8282.83,4511.97,2217.66,7508.33,774.5,765.76,NA,866.73,NA,493.4,302.31,447.44,1636.33,16012
河南省,2006,12362.79,1916.74,6724.61,3721.44,1916.74,6031.21,693.4,682.4,NA,739.29,NA,377.94,219.72,348.7,1353.39,13279
河南省,2005,10587.42,1892.01,5514.14,3181.27,1892.01,4896.01,618.13,616.25,NA,625.87,NA,302.23,181.74,298.19,1156.99,11346
河南省,2004,8553.79,1649.29,4182.1,2722.4,1649.29,3644.4,537.7,512.63,NA,560.35,NA,263.32,170.82,236.44,978.84,9201
河南省,2003,6867.7,1198.7,3310.14,2358.86,1198.7,2876.93,433.21,NA,643.7,NA,535.11,NA,165.11,217.58,797.36,7376
河南省,2002,6035.48,1288.36,2768.75,1978.37,1288.36,2412.18,356.57,NA,514.03,NA,470.77,NA,158.77,199.31,635.49,6487
河南省,2001,5533.01,1234.34,2510.45,1788.22,1234.34,2182.78,327.67,NA,460.77,NA,425.2,NA,150.78,183.08,568.39,5959
河南省,2e3,5052.99,1161.58,2294.15,1597.26,1161.58,2000.04,294.11,NA,411.47,NA,378.56,NA,144.81,163.79,498.63,5450
河南省,1999,4517.94,1123.14,1981.07,1413.73,1123.14,1729.29,251.78,NA,362.98,NA,323.55,NA,159.27,144.13,423.8,4832
河南省,1998,4308.24,1071.39,1937.83,1299.02,1071.39,1692.35,245.48,NA,335.85,NA,291.96,NA,155.78,132.57,382.86,4643
河南省,1997,4041.09,1008.55,1861.28,1171.26,1008.55,1641.08,220.2,NA,300.23,NA,262.52,NA,145.12,122.39,341,4389
湖北省,2016,32665.38,3659.33,14654.38,14351.67,3780.8,12536.39,2192.97,2485.05,NA,1297.48,NA,748.61,2318.87,1291.35,6013.85,55665
湖北省,2015,29550.19,3309.84,13503.56,12736.79,3417.3,11532.37,2039.88,2332.27,NA,1242.34,NA,692.21,1853.12,1136.72,5303.96,50654
湖北省,2014,27379.22,3176.89,12852.4,11349.93,3255.95,10992.79,1925.09,2143.21,NA,1181.58,NA,635.32,1372.61,1062.71,4809.96,47145
湖北省,2013,24791.83,3030.27,11786.64,9974.92,3098.16,10139.24,1705.95,1974.25,NA,1078.11,NA,579.73,1179.55,972.4,4064.44,42826
湖北省,2012,22250.45,2848.77,11193.1,8208.58,2848.77,9735.15,1457.95,1687.52,NA,934.96,NA,512.02,870.36,692.82,3510.9,38572
湖北省,2011,19632.26,2569.3,9815.94,7247.02,2569.3,8538.04,1277.9,1512.89,NA,869.48,NA,446.52,674.57,634.67,3108.89,34197
湖北省,2010,15967.61,2147,7767.24,6053.37,2147,6726.53,1040.71,1291.68,NA,753.61,NA,385.11,561.27,564.41,2497.29,27906
湖北省,2009,12961.1,1795.9,6038.08,5127.12,1795.9,5183.68,854.4,979.14,NA,642.72,NA,337.81,479.11,546.11,2142.23,22677
湖北省,2008,11328.92,1780,5082.07,4466.85,1780,4391.23,690.84,852.12,NA,562.46,NA,288.67,393.05,526.88,1843.67,19858
湖北省,2007,9333.4,1378,4143.06,3812.34,1378,3588,555.06,705.56,NA,485.87,NA,228.07,337.27,409.65,1645.92,16386
湖北省,2006,7617.47,1140.41,3365.08,3111.98,1140.41,2929.19,435.89,617.33,NA,431.32,NA,182.51,174.99,294.73,1411.1,13150
湖北省,2005,6590.19,1082.13,2852.12,2655.94,1082.13,2478.66,373.46,556.16,NA,370.36,NA,155.45,127.32,217.17,1229.48,11431
湖北省,2004,5633.24,1020.09,2320.6,2292.55,1020.09,1987.5,333.1,516.08,NA,346.87,NA,139.13,118.85,204.8,966.82,9898
湖北省,2003,4757.45,798.35,1956.02,2003.08,798.35,1682.16,273.86,NA,569.27,NA,384.65,NA,107.31,176.8,765.05,8378
湖北省,2002,4212.82,707,1709.89,1795.93,707,1473,236.89,NA,519.46,NA,347.84,NA,96.95,145.17,686.51,7437
湖北省,2001,3880.53,692.17,1574.39,1613.97,692.17,1360.1,214.29,NA,480.79,NA,316.58,NA,88.48,122.49,605.63,6867
湖北省,2e3,3545.39,662.3,1437.38,1445.71,662.3,1243.24,194.14,NA,449,NA,284.36,NA,81.49,99.4,531.46,6293
湖北省,1999,3229.29,653.99,1314.44,1260.86,653.99,1139.52,174.92,NA,408.59,NA,235.88,NA,78.81,85.01,452.57,5452
湖北省,1998,3114.02,778.22,1199.08,1136.72,778.22,1041.2,157.88,NA,376.94,NA,204.3,NA,74.14,81.78,399.56,5287
湖北省,1997,2856.47,767.92,1071.86,1016.69,767.92,929.91,141.95,NA,352.62,NA,178.65,NA,69.68,69.65,346.09,4884
湖南省,2016,31551.37,3578.37,13341.17,14631.83,3725.9,11337.28,2016.59,2487.8,NA,1356.56,NA,666.12,1272.71,879.62,7808.79,46382
湖南省,2015,28902.21,3331.62,12810.82,12759.77,3462,10945.81,1877.7,2323.67,NA,1291.03,NA,603.77,1104.18,751.81,6542.25,42754
湖南省,2014,27037.32,3148.75,12482.06,11406.51,3266.89,10749.88,1744.86,2211.82,NA,1257.64,NA,545.69,950.04,673.38,5637.13,40271
湖南省,2013,24621.67,2990.31,11553.97,10077.39,3099.23,10001,1564.93,2031.81,NA,1172.31,NA,501.67,758.9,642.19,4849.63,36943
湖南省,2012,22154.23,3004.21,10506.42,8643.6,3004.21,9138.5,1367.92,1849.04,NA,1077.65,NA,460.7,579.76,568.52,4107.93,33480
湖南省,2011,19669.56,2768.03,9361.99,7539.54,2768.03,8122.75,1239.24,1662.34,NA,948.82,NA,406.87,501.09,518.04,3502.38,29880
湖南省,2010,16037.96,2325.5,7343.19,6369.27,2325.5,6305.11,1038.08,1434.68,NA,832.28,NA,354.91,463.16,464.21,2820.03,24719
湖南省,2009,13059.69,1969.69,5687.19,5402.81,1969.69,4819.4,867.79,1221.2,NA,704.83,NA,304.93,402.57,400.11,2369.17,20428
湖南省,2008,11555,1892.4,5028.93,4633.67,1892.4,4310.12,718.81,975.46,NA,624.68,NA,280.99,334.32,340.07,2078.15,18147
湖南省,2007,9439.6,1626.48,3977.72,3835.4,1626.48,3397.69,580.03,771.73,NA,517.67,NA,224.81,260.14,301.8,1759.25,14869
湖南省,2006,7688.67,1272.2,3187.05,3229.42,1272.2,2707.61,479.44,634.69,NA,440.96,NA,176.21,204.72,254.81,1518.03,11830
湖南省,2005,6596.1,1100.65,2612.57,2882.88,1100.65,2195.33,417.24,587.21,NA,386.96,NA,155.32,162.37,215.63,1375.39,10426
