prov_name,指标,地区生产总值(亿元),第一产业增加值(亿元),第二产业增加值(亿元),第三产业增加值(亿元),农林牧渔业增加值(亿元),工业增加值(亿元),建筑业增加值(亿元),批发和零售业增加值(亿元),批发和零售贸易餐饮业增加值(亿元),交通运输、仓储和邮政业增加值(亿元),交通运输、仓储和邮电通信业增加值(亿元),住宿和餐饮业增加值(亿元),金融业增加值(亿元),房地产业增加值(亿元),其他行业增加值(亿元),人均地区生产总值(元/人)
湖南省,2004,5641.94,1022.45,2190.54,2428.95,1022.45,1824.11,366.43,495.72,NA,333.6,NA,126.74,118.64,191.5,1162.75,9165
湖南省,2003,4659.99,886.47,1777.74,1995.78,886.47,1484.98,292.76,NA,458.07,NA,373.27,NA,99.35,186.49,878.6,7589
湖南省,2002,4151.54,847.25,1523.5,1780.79,847.25,1265.72,257.78,NA,416.15,NA,333.51,NA,92.43,165.29,773.41,6734
湖南省,2001,3831.9,825.73,1412.82,1593.35,825.73,1180.43,232.39,NA,377.18,NA,303.88,NA,91.71,138.41,682.17,6120
湖南省,2e3,3551.49,784.92,1293.18,1473.39,784.92,1094.76,198.42,NA,342.3,NA,288.16,NA,88.88,131.58,622.47,5425
湖南省,1999,3214.54,778.25,1192.99,1243.3,778.25,1010.53,182.46,NA,311.68,NA,246.08,NA,86.57,105.5,493.47,4933
湖南省,1998,3025.53,828.31,1123.08,1074.14,828.31,960.7,162.38,NA,289.06,NA,220.86,NA,85.44,89.28,389.5,4667
湖南省,1997,2849.27,855.75,1041.79,951.73,855.75,903.9,137.89,NA,268.06,NA,198.66,NA,82.66,75.47,326.88,4420
广东省,2016,80854.91,3694.37,35109.66,42050.88,3781.83,32650.89,2551.82,8382.48,NA,3209.72,NA,1569.37,6127.05,6229.5,16352.25,74016
广东省,2015,72812.55,3345.54,32613.54,36853.47,3425.4,30259.49,2441.85,7625.98,NA,2928.9,NA,1447.48,5757.08,5117.95,13807.71,67503
广东省,2014,67809.85,3166.82,31419.75,33223.28,3242.42,29144.15,2341.18,7778.82,NA,2740.76,NA,1333.81,4447.43,4486.92,12294.21,63469
广东省,2013,62474.79,2977.13,28994.22,30503.44,3047.51,26894.54,2161.1,7323.55,NA,2450.51,NA,1257.44,4122.81,4207.46,11009.87,58833
广东省,2012,57067.92,2847.26,27700.97,26519.69,2847.26,25810.07,1890.9,6333.62,NA,2367.46,NA,1308.4,3171.96,3643.87,9694.37,54095
广东省,2011,53210.28,2665.2,26447.38,24097.7,2665.2,24649.6,1797.78,5681.17,NA,2090.36,NA,1192.28,2916.13,3321.31,8896.45,50807
广东省,2010,46013.06,2286.98,23014.53,20711.55,2286.98,21462.72,1551.81,4647.76,NA,1825.29,NA,1074.85,2658.76,2813.95,7690.94,44736
广东省,2009,39482.56,2010.27,19419.7,18052.59,2010.27,18091.56,1328.14,3907.43,NA,1595.34,NA,945.76,2283.29,2470.63,6850.14,39436
广东省,2008,36796.71,1973.05,18502.2,16321.46,1973.05,17304.79,1197.41,3476.44,NA,1634.45,NA,848.4,1972.4,2057.45,6332.32,37638
广东省,2007,31777.01,1695.57,16004.61,14076.83,1695.57,14942.91,1061.7,2912.3,NA,1418.57,NA,717.6,1705.08,2029.77,5293.51,33272
广东省,2006,26587.76,1532.17,13469.77,11585.82,1532.17,12518.59,951.18,2606.79,NA,1208.82,NA,614.35,899.91,1722.07,4533.88,28077
广东省,2005,22557.37,1428.27,11356.6,9772.5,1428.27,10489.73,866.87,2250.66,NA,1031.93,NA,520.92,661.81,1430.37,3876.81,24435
广东省,2004,18864.62,1248.59,9280.73,8335.3,1248.59,8485.85,794.88,1989.53,NA,859.72,NA,448.57,602.68,1103.75,3331.05,20870
广东省,2003,15844.64,1072.91,7592.78,7178.94,1072.91,6886.97,705.81,NA,2009.33,NA,1263.39,NA,534.28,955.66,2416.28,17795
广东省,2002,13502.42,1015.08,6143.4,6343.94,1015.08,5548.41,594.99,NA,1761.27,NA,1206.2,NA,454.65,808.16,2113.66,15361
广东省,2001,12039.25,988.84,5506.06,5544.35,988.84,4941.2,564.86,NA,1543.83,NA,1114.18,NA,450.81,696.41,1739.13,13849
广东省,2e3,10741.25,986.32,4999.51,4755.42,986.32,4463.06,536.45,NA,1371.49,NA,938.74,NA,443.69,626.1,1375.4,12736
广东省,1999,9250.68,1009.01,4359,3882.66,1009.01,3832.44,526.56,NA,1174.76,NA,766.84,NA,331.1,505.74,1104.22,11415
广东省,1998,8530.88,994.55,4067.12,3469.21,994.55,3564.25,502.87,NA,1073.36,NA,705.98,NA,306.39,419.76,963.72,10819
广东省,1997,7774.53,978.32,3704.39,3091.81,978.32,3235.42,468.97,NA,944.61,NA,642.37,NA,302.87,342.54,859.42,10130
广西壮族自治区,2016,18317.64,2796.8,8273.66,7247.18,2873.47,6816.64,1458.41,1215.06,NA,855.67,NA,398.17,1136.85,749.04,2814.33,38027
广西壮族自治区,2015,16803.12,2565.45,7717.52,6520.15,2634.3,6359.82,1358.56,1135.09,NA,803.1,NA,373.03,1018.01,657.3,2465.24,35190
广西壮族自治区,2014,15672.89,2413.44,7324.96,5934.49,2472.75,6065.34,1263.87,1112.96,NA,733.63,NA,364.15,876.47,593.01,2189.52,33090
广西壮族自治区,2013,14449.9,2290.64,6731.32,5427.94,2343.58,5600.5,1134.24,1083.06,NA,677.77,NA,359.57,777.6,551.18,1922.4,30741
广西壮族自治区,2012,13035.1,2172.37,6247.43,4615.3,2172.37,5279.26,968.17,982.18,NA,625.57,NA,364.46,573.05,489.43,1580.59,27952
广西壮族自治区,2011,11720.87,2047.23,5675.32,3998.33,2047.23,4851.37,823.95,803.48,NA,588.2,NA,307.88,445.37,465.68,1387.72,25326
广西壮族自治区,2010,9569.85,1675.06,4511.68,3383.11,1675.06,3860.46,651.22,656.83,NA,480.17,NA,241.34,384.53,405.79,1214.46,20219
广西壮族自治区,2009,7759.16,1458.49,3381.54,2919.13,1458.49,2863.84,517.7,551.14,NA,378.75,NA,208,336.82,348.98,1095.45,16045
广西壮族自治区,2008,7021,1453.75,3037.74,2529.51,1453.75,2627.39,410.35,467.04,NA,337.3,NA,197.73,249.01,282.96,995.47,14652
广西壮族自治区,2007,5823.41,1241.35,2425.29,2156.76,1241.35,2090.1,335.19,415.16,NA,266.9,NA,168.21,190.73,239.45,876.31,12277
广西壮族自治区,2006,4746.16,1032.47,1878.56,1835.12,1032.47,1592.33,286.23,382.97,NA,235.72,NA,132.27,129.14,192.2,762.82,10240
广西壮族自治区,2005,3984.1,912.5,1510.68,1560.92,912.5,1264.84,245.84,343.74,NA,213.99,NA,112.06,91.93,165.05,634.15,8788
广西壮族自治区,2004,3433.5,817.88,1253.7,1361.92,817.88,1044.8,208.9,336.69,NA,211.15,NA,99.28,74,122.52,518.28,7461
广西壮族自治区,2003,2821.11,658.78,984.08,1178.25,658.78,813.79,170.29,NA,375.96,NA,240.89,NA,61.59,100.93,398.88,6169
广西壮族自治区,2002,2523.73,601.99,846.89,1074.85,601.99,699.15,147.74,NA,342.28,NA,220.24,NA,35.86,82.83,393.64,5558
广西壮族自治区,2001,2279.34,576.34,771.18,931.82,576.34,639.55,131.64,NA,312.68,NA,183.95,NA,27.4,70.05,337.74,5058
广西壮族自治区,2e3,2080.04,557.38,732.76,789.9,557.38,612.33,120.43,NA,290.02,NA,158.12,NA,21.39,51.27,269.1,4652
广西壮族自治区,1999,1971.41,567.72,682.34,721.35,567.72,570.76,111.58,NA,267.96,NA,143.86,NA,17.27,45.76,246.5,4444
广西壮族自治区,1998,1911.3,586.7,667.29,657.31,586.7,561.34,105.95,NA,247.04,NA,124.42,NA,13.02,37.77,235.06,4346
广西壮族自治区,1997,1817.25,582.74,614.07,620.44,582.74,524.49,89.58,NA,223.52,NA,120.06,NA,17.42,31.31,228.13,3928
海南省,2016,4053.2,948.35,905.95,2198.9,977.63,482.5,424.5,467.8,NA,199.89,NA,191.96,281.9,349.95,677.07,44347
海南省,2015,3702.76,854.72,875.82,1972.22,881.7,485.85,390.41,440.75,NA,187.8,NA,174.14,242.82,299.69,600.78,40818
海南省,2014,3500.72,809.52,875.97,1815.23,832.76,514.4,362.77,418.09,NA,185.15,NA,154.66,210.63,295.56,526.82,38924
海南省,2013,3177.56,736.03,797.39,1644.14,756.3,472.38,326.11,361.1,NA,148.35,NA,139.03,187.14,301.69,485.46,35663
海南省,2012,2855.54,711.54,804.47,1339.53,711.54,521.15,283.32,300.52,NA,133.4,NA,98.96,130.69,238.11,437.85,32377
海南省,2011,2522.66,659.23,714.5,1148.93,659.23,475.04,239.46,258.06,NA,119.74,NA,89.75,105.24,208.71,367.43,28898
海南省,2010,2064.5,539.83,571,953.67,539.83,385.21,185.79,220.65,NA,101.9,NA,69.45,78.12,188.33,295.22,23831
海南省,2009,1654.21,462.19,443.43,748.59,462.19,300.63,142.8,168.75,NA,88.68,NA,60.22,65.73,121.76,243.45,19254
海南省,2008,1503.06,436.04,423.55,643.47,436.04,308.89,114.66,144.68,NA,82.59,NA,55.02,47.33,95.6,218.25,17691
海南省,2007,1254.17,361.07,364.26,528.84,361.07,278.37,85.89,119.53,NA,76.83,NA,43.63,34.43,67.19,187.23,14923
海南省,2006,1065.67,323.48,308.62,433.57,323.48,238.31,70.31,103.19,NA,70.38,NA,35.1,16.37,44.45,164.08,12650
海南省,2005,918.75,300.75,240.83,377.17,300.75,176.92,63.91,91.27,NA,61.87,NA,28.4,13.16,38.2,144.27,10871
海南省,2004,819.66,278.76,205.6,335.3,278.76,151.56,54.04,82.52,NA,57.63,NA,24.39,11.56,30.64,128.56,9812
海南省,2003,713.96,244.29,175.82,293.85,244.29,132.26,43.56,NA,85.64,NA,66.54,NA,10.68,25.14,105.85,8592
海南省,2002,642.73,222.89,148.88,270.96,222.89,111.42,37.46,NA,78.65,NA,61.97,NA,10.08,21.45,98.82,7781
海南省,2001,579.17,196.78,133.84,248.56,196.78,97.86,35.98,NA,74.08,NA,57.13,NA,9.75,18.81,88.78,7052
海南省,2e3,526.82,192,103.97,230.85,192,70.46,33.51,NA,70.3,NA,52.45,NA,9.27,16.62,82.2,6798
海南省,1999,476.67,172.62,96.02,208.04,172.62,63.37,32.65,NA,64.88,NA,46.94,NA,8.98,14.62,72.62,6294
海南省,1998,442.13,156.05,91.41,194.66,156.05,59.09,32.32,NA,61.9,NA,43.76,NA,8.78,12.91,67.31,5912
海南省,1997,411.16,148.52,83.13,179.51,148.52,52.05,31.08,NA,58.93,NA,34.57,NA,8.58,11.3,66.13,5567
重庆市,2016,17740.59,1303.24,7898.92,8538.43,1324.66,6183.8,1715.12,1470.85,NA,848.22,NA,391.19,1642.59,926.19,3237.97,58502
重庆市,2015,15717.27,1150.15,7069.37,7497.75,1168.7,5557.52,1511.85,1345.38,NA,761.31,NA,355.76,1410.18,847.72,2758.88,52321
重庆市,2014,14262.6,1061.03,6529.06,6672.51,1076.72,5175.8,1353.26,1229.88,NA,705.83,NA,321.64,1225.27,817.04,2357.16,47850
重庆市,2013,12783.26,1002.68,5812.29,5968.29,1016.74,4632.15,1180.14,1117.79,NA,659.65,NA,290.93,1080.14,743.59,2062.13,43223
重庆市,2012,11409.6,940.01,5975.18,4494.41,940.01,4981.01,994.17,847.99,NA,515.15,NA,189.98,915.65,620.17,1405.47,38914
重庆市,2011,10011.37,844.52,5543.04,3623.81,844.52,4690.46,852.58,747.3,NA,456.25,NA,166.31,704.66,396.28,1153.01,34500
重庆市,2010,7925.58,685.38,4359.12,2881.08,685.38,3697.83,661.29,624.33,NA,389.55,NA,142.11,496.56,266.38,962.15,27596
重庆市,2009,6530.01,606.8,3448.77,2474.44,606.8,2917.4,531.37,524.36,NA,347.98,NA,132.88,389.97,229.09,850.16,22920
重庆市,2008,5793.66,575.4,3057.78,2160.48,575.4,2607.15,450.63,449.32,NA,309.59,NA,111.63,303.01,191.21,795.72,20490
重庆市,2007,4676.13,482.39,2368.53,1825.21,482.39,2004.51,364.02,366.19,NA,265.74,NA,91.85,247.46,196.06,657.91,16629
重庆市,2006,3907.23,386.38,1871.65,1649.2,386.38,1566.83,304.82,314.33,NA,259.59,NA,77.24,213.7,158.2,626.14,12437
重庆市,2005,3467.72,463.4,1564,1440.32,463.4,1293.81,270.19,277.68,NA,218.97,NA,66.56,185.18,143.88,548.05,10982
重庆市,2004,3034.58,428.05,1376.91,1229.62,428.05,1132.7,244.21,246.52,NA,190.62,NA,57.67,162.38,129.12,443.31,9624
重庆市,2003,2555.72,339.06,1135.31,1081.35,339.06,933.75,201.56,NA,216.35,NA,167.22,NA,147.04,113.69,389.94,8091
重庆市,2002,2232.86,317.87,958.87,956.12,317.87,787.94,170.93,NA,195.64,NA,151.54,NA,134.52,90.48,341.58,7052
重庆市,2001,1976.86,294.9,841.95,840.01,294.9,695.44,146.51,NA,178.39,NA,128.26,NA,125.9,76.38,292.62,6219
重庆市,2e3,1791,284.87,760.03,746.1,284.87,633.98,126.05,NA,163.38,NA,101.25,NA,118.53,65.45,261.56,5616
重庆市,1999,1663.2,286.16,697.81,679.23,286.16,589.52,108.29,NA,151.89,NA,94.39,NA,120.18,50.69,228.46,5804
重庆市,1998,1602.38,300.89,675.64,625.85,300.89,574.41,101.23,NA,142.99,NA,87.08,NA,126.66,45,192.44,5579
重庆市,1997,1509.75,307.21,650.4,552.14,307.21,567.88,82.52,NA,130.86,NA,81.14,NA,116.53,32.6,160.1,5253
四川省,2016,32934.54,3929.33,13448.92,15556.29,4005.42,11058.79,2472.96,2138.45,NA,1472.57,NA,941.28,2729.45,1516.61,6599.01,40003
四川省,2015,30053.1,3677.3,13248.08,13127.72,3745.3,11039.08,2321.38,1871.55,NA,1219.77,NA,859.49,2202.23,1252.2,5542.08,36775
四川省,2014,28536.66,3531.05,13962.41,11043.2,3594.17,11851.99,2225.44,1586.78,NA,1067.98,NA,751.28,1828.09,1064.74,4566.19,35128
四川省,2013,26392.07,3368.66,13472.05,9551.36,3425.61,11540.86,2038.17,1472.59,NA,751.55,NA,685.84,1712.77,762.77,4001.91,32617
四川省,2012,23872.8,3297.21,12333.28,8242.31,3297.21,10550.53,1782.75,1342.25,NA,707.19,NA,621.72,1303.56,703.51,3564.08,29608
四川省,2011,21026.68,2983.51,11029.13,7014.04,2983.51,9491.05,1538.08,1186.58,NA,638.76,NA,562.63,868.15,620.62,3137.3,26133
四川省,2010,17185.48,2482.89,8672.18,6030.41,2482.89,7431.45,1240.73,1016.03,NA,573.75,NA,478.42,654.7,558.56,2748.95,21182
四川省,2009,14151.28,2240.61,6711.87,5198.8,2240.61,5678.24,1033.63,868.98,NA,520.71,NA,405.45,524.63,548.14,2330.89,17339
四川省,2008,12601.23,2216.15,5823.39,4561.69,2216.15,4956.13,867.26,736.42,NA,550.68,NA,335.13,411.14,453.63,2074.69,15495
四川省,2007,10562.39,2032,4648.79,3881.6,2032,3921.41,727.38,624.74,NA,511.49,NA,299.75,359.11,376.84,1709.67,12963
四川省,2006,8690.24,1595.48,3775.14,3319.62,1595.48,3144.67,630.47,537.68,NA,456.17,NA,255.19,299.5,336.2,1434.88,10546
四川省,2005,7385.1,1481.14,3067.23,2836.73,1481.14,2527.08,540.15,475.16,NA,380.27,NA,221.42,262.26,286.23,1211.39,9060
四川省,2004,6379.63,1379.93,2489.4,2510.3,1379.93,2013.8,475.6,425.54,NA,334.5,NA,195.1,236.5,264.3,1054.36,7895
四川省,2003,5333.09,1128.61,2014.8,2189.68,1128.61,1604.49,410.31,NA,540.92,NA,302.44,NA,206.24,231.72,908.36,6623
四川省,2002,4725.01,1047.95,1733.38,1943.68,1047.95,1372.64,360.74,NA,492.53,NA,271.19,NA,183.13,210.82,786.01,5890
四川省,2001,4293.49,981.67,1572.01,1739.81,981.67,1253.19,318.82,NA,445.46,NA,248.34,NA,168.86,198.6,678.55,5376
四川省,2e3,3928.2,945.58,1433.11,1549.51,945.58,1154.46,278.65,NA,403.34,NA,217.41,NA,153.05,180.05,595.66,4956
四川省,1999,3649.12,926.03,1349.63,1373.46,926.03,1099.48,250.15,NA,380.09,NA,179.25,NA,118.32,165.17,530.63,4540
四川省,1998,3474.09,912.24,1324.01,1237.84,912.24,1076.35,247.66,NA,353.92,NA,165.91,NA,108.45,148.09,461.47,4294
四川省,1997,3241.47,880.28,1265.32,1095.87,880.28,1055.21,210.11,NA,334.42,NA,145.08,NA,93.19,124.13,399.05,4032
贵州省,2016,11776.73,1846.19,4669.53,5261.01,1944.32,3715.64,955.44,732.71,NA,987.47,NA,400.93,689.4,249.2,2101.63,33246
贵州省,2015,10502.56,1640.61,4147.83,4714.12,1712.7,3315.58,833.44,671.39,NA,920.36,NA,360.38,607.11,232.07,1849.58,29847
贵州省,2014,9266.39,1280.45,3857.44,4128.5,1311.08,3140.88,717.69,624.17,NA,828.69,NA,322.71,491.65,220.48,1604.04,26437
贵州省,2013,8086.86,998.47,3276.24,3812.15,1031.7,2686.52,590.69,582.05,NA,772.44,NA,294.86,444.53,202.94,1481.13,23151
贵州省,2012,6852.2,891.91,2677.54,3282.75,891.91,2217.06,460.48,514.49,NA,687.45,NA,266.58,365.87,176.75,1271.61,19710
贵州省,2011,5701.84,726.22,2194.33,2781.29,726.22,1829.2,365.13,448.77,NA,590.91,NA,224.4,297.27,160.3,1059.64,16413
贵州省,2010,4602.16,625.03,1800.06,2177.07,625.03,1516.87,283.19,367.52,NA,480.32,NA,180.73,231.51,139.64,777.35,13119
贵州省,2009,3912.68,550.27,1476.62,1885.79,550.27,1252.67,223.95,293.53,NA,399.77,NA,153.41,194.44,136.15,708.49,10971
贵州省,2008,3561.56,539.19,1370.03,1652.34,539.19,1195.3,174.73,248.83,NA,370.65,NA,130.41,151.55,104.81,646.09,9855
贵州省,2007,2884.11,446.38,1124.79,1312.94,446.38,978.86,145.93,198.79,NA,282.04,NA,90.09,122.25,93.19,526.58,7878
贵州省,2006,2338.98,382.06,967.54,989.38,382.06,839.13,128.41,161.7,NA,192.95,NA,57.07,89.43,80.24,407.99,5750
贵州省,2005,2005.42,368.94,821.16,815.32,368.94,707.35,113.81,137.4,NA,138.65,NA,43.85,73.67,76.38,345.37,5052
贵州省,2004,1677.8,334.5,681.5,661.8,334.5,577.4,104.1,116.78,NA,96.7,NA,27.09,60.3,68.3,292.63,4317
贵州省,2003,1426.34,298.69,569.37,558.28,298.69,473.38,95.99,NA,116.05,NA,119.26,NA,48.01,59.86,215.1,3701
贵州省,2002,1243.43,281.1,481.96,480.37,281.1,395.45,86.51,NA,100.61,NA,102.48,NA,41.45,53.49,182.34,3257
贵州省,2001,1133.27,274.41,433.52,425.34,274.41,360.73,72.79,NA,89.67,NA,88.47,NA,37.24,45.32,164.64,3e3
贵州省,2e3,1029.92,271.2,391.2,367.52,271.2,328.73,62.47,NA,83.72,NA,75.86,NA,36.07,37.05,134.82,2759
贵州省,1999,937.5,267.75,350.41,319.34,267.75,294.42,55.99,NA,80.61,NA,59.17,NA,33.3,24.11,122.15,2545
贵州省,1998,858.39,265.04,319.4,273.95,265.04,273.82,45.58,NA,76.37,NA,29.14,NA,40.08,16.16,112.2,2364
贵州省,1997,805.79,271.96,288.99,244.84,271.96,251.1,37.89,NA,68.81,NA,23.51,NA,44.22,12.78,95.52,2250
云南省,2016,14788.42,2195.11,5690.16,6903.15,2242.22,3891.2,1806.22,1441.95,NA,328.41,NA,478.34,1092.6,303.96,3203.52,31093
云南省,2015,13619.17,2055.78,5416.12,6147.27,2098.2,3848.26,1574.77,1334.62,NA,304.49,NA,437.79,981.85,282.51,2756.63,28806
云南省,2014,12814.59,1990.07,5281.82,5542.7,2027.94,3898.97,1389.66,1246.53,NA,288.47,NA,413.41,860.98,275.97,2412.66,27264
云南省,2013,11832.31,1860.8,4939.21,5032.3,1895.16,3763.57,1182.14,1162.17,NA,273.16,NA,373.24,725.9,262.84,2194.13,25322
云南省,2012,10309.47,1654.55,4419.2,4235.72,1654.55,3450.72,968.48,1039.64,NA,247.53,NA,330.67,541.18,243.03,1833.67,22195
云南省,2011,8893.12,1411.01,3780.32,3701.79,1411.01,2994.3,786.02,932.21,NA,217.22,NA,278.2,456.23,222.31,1595.62,19265
云南省,2010,7224.18,1108.38,3223.49,2892.31,1108.38,2604.07,619.42,685.38,NA,193.26,NA,190.34,375.08,223.45,1224.8,15752
云南省,2009,6169.75,1067.6,2582.53,2519.62,1067.6,2088.17,494.36,571.03,NA,179.45,NA,162.1,351.74,205.14,1050.16,13539
云南省,2008,5692.12,1020.56,2452.75,2218.81,1020.56,2051.73,401.02,468.42,NA,164.98,NA,149.03,277.66,195.48,963.24,12570
云南省,2007,4772.52,837.35,2038.39,1896.78,837.35,1696.29,342.1,342.93,NA,195.22,NA,123.17,168.55,193.59,873.32,10609
云南省,2006,3988.14,724.4,1705.83,1557.91,724.4,1401.57,304.26,298.61,NA,174.5,NA,93.54,143.62,165.92,681.72,8961
云南省,2005,3462.73,661.69,1426.42,1374.62,661.69,1168.68,257.74,290.5,NA,131.56,NA,98.51,130.5,148.69,574.86,7835
云南省,2004,3081.91,607.75,1281.63,1192.53,607.75,1066.41,215.22,238.3,NA,149.8,NA,60.2,118.4,116.54,509.29,7012
云南省,2003,2556.02,494.6,1047.66,1013.76,494.6,882.08,165.58,NA,244.87,NA,176.38,NA,105.48,103.79,383.24,5871
云南省,2002,2312.82,463.44,934.88,914.5,463.44,788.44,146.44,NA,239.25,NA,154.71,NA,102.39,95.68,322.47,5366
云南省,2001,2138.31,444.42,868.06,825.83,444.42,730.81,137.25,NA,221.24,NA,142.34,NA,86.25,88.58,287.42,5015
云南省,2e3,2011.19,431.8,833.25,746.14,431.8,704,129.25,NA,216.33,NA,123.23,NA,79.04,83.2,244.34,4769
云南省,1999,1899.82,406.87,811.9,681.05,406.87,686.09,125.81,NA,194.42,NA,110.48,NA,79.73,60.51,235.91,4558
云南省,1998,1831.33,403.43,818.26,609.64,403.43,705.55,112.71,NA,183.14,NA,90.76,NA,102.51,30.42,202.81,4446
云南省,1997,1676.17,387.02,743.82,545.33,387.02,657.05,86.77,NA,169.34,NA,77.37,NA,99.98,26.9,171.74,4121
西藏自治区,2016,1151.41,115.78,429.17,606.46,118.76,86.44,342.73,70.35,NA,31.26,NA,33.07,93.05,33.47,342.28,35184
西藏自治区,2015,1026.39,98.04,376.19,552.16,99.2,69.88,306.31,67.7,NA,31.76,NA,32.08,68.05,29.33,320.52,31999
西藏自治区,2014,920.83,91.64,336.84,492.35,93.74,66.16,270.68,64.11,NA,30.8,NA,28.97,55.58,28.8,281.79,29252
西藏自治区,2013,815.67,84.68,292.92,438.07,86.83,61.16,231.76,58.9,NA,29.21,NA,25.47,41.75,22.54,258.05,26326
西藏自治区,2012,701.03,80.38,242.85,377.8,80.38,55.35,187.5,42.75,NA,26.23,NA,23.78,32.04,20.77,232.23,22936
西藏自治区,2011,605.83,74.47,208.79,322.57,74.47,48.18,160.61,34.25,NA,23.95,NA,17.75,31.7,17.44,197.48,20077
西藏自治区,2010,507.46,68.72,163.92,274.82,68.72,39.73,124.19,31.43,NA,22.12,NA,15.75,27.08,14.54,163.9,17027
西藏自治区,2009,441.36,63.88,136.63,240.85,63.88,33.11,103.52,27.06,NA,21.19,NA,14.7,23.17,13.28,141.45,15008
西藏自治区,2008,394.85,60.62,115.56,218.67,60.62,29.48,86.08,22.24,NA,19.13,NA,11.72,22.42,15.08,128.08,13588
西藏自治区,2007,341.43,54.89,98.48,188.06,54.89,27.62,70.86,21.41,NA,16.8,NA,12.89,11.51,13.24,112.21,12083
西藏自治区,2006,290.76,50.9,80.1,159.76,50.9,21.71,58.39,19.66,NA,14.06,NA,11.62,6.44,11.92,96.06,10396
西藏自治区,2005,248.8,48.04,63.52,137.24,48.04,17.48,46.04,17.93,NA,9,NA,9.54,7.57,10.02,83.18,9114
西藏自治区,2004,220.34,44.3,52.74,123.3,44.3,16.1,36.64,16.7,NA,9.8,NA,11.7,5.4,5.8,73.9,8103
西藏自治区,2003,185.09,40.7,47.64,96.76,40.7,13.82,33.82,NA,20.66,NA,19.48,NA,4.74,4.35,47.52,6893
西藏自治区,2002,162.04,39.75,32.72,89.56,39.75,11.65,21.07,NA,21.02,NA,11.08,NA,2.81,3.42,51.22,6117
西藏自治区,2001,139.16,37.54,31.97,69.65,37.54,10.88,21.09,NA,16.8,NA,4.86,NA,3.26,2.55,42.19,5324
西藏自治区,2e3,117.8,36.39,27.05,54.37,36.39,10.17,16.88,NA,14.33,NA,2.15,NA,2.48,2.18,33.23,4572
西藏自治区,1999,105.98,34.25,23.86,47.86,34.25,9.5,14.36,NA,12.87,NA,7.47,NA,2.15,0.34,25.02,4180
西藏自治区,1998,91.5,31.37,20.14,39.99,31.37,9.05,11.09,NA,11.27,NA,5.15,NA,1.71,0.28,21.58,3666
西藏自治区,1997,77.24,29.23,16.88,31.13,29.23,8.16,8.72,NA,9.32,NA,4.15,NA,0.68,0.19,16.79,3144
陕西省,2016,19399.59,1693.85,9490.72,8215.02,1776.29,7598,1943.2,1604.4,NA,771.77,NA,457.63,1181.54,747.17,3319.59,51015
陕西省,2015,18021.86,1597.63,9082.13,7342.1,1673.2,7344.62,1780.85,1504.04,NA,713.02,NA,432.02,1082.37,695.53,2796.19,47626
陕西省,2014,17689.94,1564.94,9577.24,6547.76,1635.85,7993.39,1645.65,1413.16,NA,675.66,NA,365.85,948.93,579.44,2432.01,46929
陕西省,2013,16205.45,1460.97,8912.34,5832.14,1526.05,7507.34,1452.79,1289.6,NA,611.11,NA,338.51,738.52,518.6,2222.93,43117
陕西省,2012,14453.68,1370.16,8073.87,5009.65,1370.16,6847.41,1226.46,1166.9,NA,617.39,NA,312.27,551.2,450.12,1911.77,38564
陕西省,2011,12512.3,1220.9,6935.59,4355.81,1220.9,5857.92,1077.67,1036.35,NA,552.54,NA,266.92,432.11,398.03,1669.86,33464
陕西省,2010,10123.48,988.45,5446.1,3688.93,988.45,4558.97,887.13,856.65,NA,474.6,NA,218.16,384.75,315.95,1438.82,27133
陕西省,2009,8169.8,789.64,4236.42,3143.74,789.64,3501.25,735.17,707.39,NA,423.24,NA,175.01,336.21,239.92,1261.97,21947
陕西省,2008,7314.58,753.72,3861.12,2699.74,753.72,3274.57,586.55,568.68,NA,378.63,NA,165.35,287.16,193.27,1106.65,19700
陕西省,2007,5757.29,592.63,2986.46,2178.2,592.63,2544.42,442.04,449.39,NA,326.99,NA,132.66,231.03,153.98,884.15,15546
陕西省,2006,4743.61,484.81,2452.44,1806.36,484.81,2094.02,358.42,391.68,NA,291.76,NA,107.03,152.25,125.2,738.44,11762
陕西省,2005,3933.72,435.77,1951.36,1546.59,435.77,1650.63,300.73,322.13,NA,246.48,NA,88.23,127.58,108.62,653.55,9899
陕西省,2004,3175.58,387.88,1553.1,1234.6,387.88,1306.5,246.6,264.8,NA,204.88,NA,64.6,90.1,95.9,514.32,8587
陕西省,2003,2587.72,302.66,1221.17,1063.89,302.66,1006.92,214.25,NA,256.16,NA,217.5,NA,77.87,83.9,428.46,7028
陕西省,2002,2253.39,282.21,1007.56,963.62,282.21,819.51,188.05,NA,228.35,NA,203.15,NA,67.3,77.68,387.14,6145
陕西省,2001,2010.62,263.63,878.82,868.17,263.63,706.62,172.2,NA,202.17,NA,182.96,NA,58.16,68.11,356.77,5506
陕西省,2e3,1804,258.22,782.58,763.2,258.22,629.88,152.7,NA,175.62,NA,151.75,NA,50.27,59.42,326.14,4968
陕西省,1999,1592.64,254.57,681.43,656.64,254.57,549.01,132.42,NA,152.28,NA,127.03,NA,43.44,47.18,286.71,4415
陕西省,1998,1458.4,266.92,607.82,583.66,266.92,500.26,107.56,NA,138.05,NA,115.32,NA,37.55,41.36,251.38,4070
