prov_name,指标,城镇单位就业人员平均工资(元),农、林、牧、渔业城镇单位就业人员平均工资(元),采矿业城镇单位就业人员平均工资(元),制造业城镇单位就业人员平均工资(元),电力、燃气及水的生产和供应业城镇单位就业人员平均工资(元),建筑业城镇单位就业人员平均工资(元),交通运输、仓储和邮政业城镇单位就业人员平均工资(元),信息传输、计算机服务和软件业城镇单位就业人员平均工资(元),批发和零售业城镇单位就业人员平均工资(元),住宿和餐饮业城镇单位就业人员平均工资(元),金融业城镇单位就业人员平均工资(元),房地产业城镇单位就业人员平均工资(元),租赁和商务服务业城镇单位就业人员平均工资(元),科学研究、技术服务和地质勘查业城镇单位就业人员平均工资(元),水利、环境和公共设施管理业城镇单位就业人员平均工资(元),居民服务和其他服务业城镇单位就业人员平均工资(元),教育城镇单位就业人员平均工资(元),卫生、社会保障和社会福利业城镇单位就业人员平均工资(元),文化、体育和娱乐业城镇单位就业人员平均工资(元),公共管理和社会组织城镇单位就业人员平均工资(元)
湖北省,2009,26547,15777,28158,25183,32294,22485,26874,32431,20839,16994,43200,24520,23149,39246,18029,22387,28636,27507,27091,30392
湖北省,2008,22384,10610,24727,22065,28872,18894,22991,29999,17158,13484,35661,21165,19248,32107,15706,18295,22437,22787,23082,26800
湖北省,2007,19548,8559,20439,17726,26499,16712,20645,26357,14677,11947,28767,27189,16892,28952,13389,16049,21027,20357,21393,24512
湖北省,2006,15779,6993,16163,14526,21272,13757,19422,29379,11978,10032,22161,16744,14032,24385,12254,15088,16754,17493,17597,19140
湖南省,2016,58241,33221,45059,54423,65241,45492,65487,76123,50545,36919,97704,53344,46985,62232,41319,45946,64965,77796,69158,56054
湖南省,2015,52357,29354,42553,51265,60432,43049,60105,68020,45981,34414,92826,48892,44013,55910,35172,42499,53411,69475,62665,48004
湖南省,2014,47117,23507,40044,47709,55815,40177,53816,58884,44427,32304,84674,45314,37915,49931,30265,39471,46424,60180,53924,41186
湖南省,2013,42726,21744,37388,43356,51793,36989,49583,54344,38649,29931,77457,42022,35201,47101,27238,34523,41389,54704,48902,37143
湖南省,2012,38971,20624,36492,39788,43086,32676,45477,47314,35622,25783,65336,37834,33093,45204,24673,35554,38596,50067,43448,35015
湖南省,2011,34586,16878,31827,35652,39249,27890,39267,41330,33143,23623,56704,33394,27804,41841,22051,31027,35044,42073,38532,32611
湖南省,2010,29670,15435,24867,28691,36134,23674,32921,39592,27604,19963,44428,27550,25086,36381,22133,23740,31825,36476,32908,30156
湖南省,2009,26534,14519,22732,24716,31894,21079,28722,34616,24900,17243,38337,25034,22943,32558,20390,22865,28986,33461,30758,27790
湖南省,2008,24146,13322,21007,22188,29899,18566,24484,31775,22457,15460,31879,24337,20280,31400,19655,20629,27683,30647,26441,26071
湖南省,2007,21060,10617,17346,19511,24528,16247,21466,31153,18771,14594,27529,21938,19487,26739,17006,18961,24191,26557,24767,22506
湖南省,2006,17400,7923,15341,16762,20269,13192,19379,30502,16935,14224,22846,17415,15778,21407,13497,15374,18529,21846,21355,17810
广东省,2016,72326,36431,91276,62383,110242,55263,84444,135859,67451,46149,135412,74014,69755,111233,53716,49297,83234,94663,93300,89550
广东省,2015,65788,31380,86026,57419,102758,51001,79680,126083,61351,43745,138069,66768,66376,98929,48589,47483,72368,80838,80069,79848
广东省,2014,59481,28823,78585,52308,94750,46946,72211,108465,56534,38789,127285,60404,62547,96537,44666,44896,63789,74377,69745,69684
广东省,2013,53318,24884,71465,45829,89166,42074,65980,100186,51767,35460,117219,53601,60605,90557,43548,42187,58947,69057,65268,65245
广东省,2012,50278,20315,56370,41712,72974,36540,58895,80595,48345,31378,101308,49644,51342,85565,41107,36844,53743,65942,56081,62700
广东省,2011,45060,16790,53944,35772,64475,32872,54890,72847,44e3,28376,97916,45109,47537,78743,35804,33954,48342,57684,53259,57500
广东省,2010,40432,15270,47254,31277,58158,29019,49623,68204,38378,24781,90519,37590,41195,69434,31351,29956,42928,52308,47213,53350
广东省,2009,36469,14469,41176,27578,54496,25509,45631,61118,34418,22542,84721,34240,38192,61896,28360,27343,38205,46609,44252,49837
广东省,2008,33282,12905,36224,25249,48868,22917,42613,61210,32093,20944,78781,32450,34755,58143,26081,26982,34306,42314,40962,44661
广东省,2007,29658,11857,31631,22547,44382,20867,37774,57805,28013,19369,66906,28959,30373,52330,23316,24172,31396,37788,38155,39796
广东省,2006,26400,11113,26705,20349,37480,19491,34656,52641,26655,18693,53079,26380,27023,46668,20299,22512,26359,33188,35485,34975
广西壮族自治区,2016,57878,33131,50397,49835,73851,47079,65433,84064,49369,31884,89936,52588,48058,68957,40320,45729,60395,71529,62365,65218
广西壮族自治区,2015,52982,30875,46260,46121,70548,45246,61137,76688,46031,30597,92062,45020,43732,63754,36666,43299,54505,64821,56579,55953
广西壮族自治区,2014,45424,26186,44610,42245,62789,43772,54638,65285,42787,28759,86500,40344,36951,52236,31189,37218,41021,53785,46735,42220
广西壮族自治区,2013,41391,23430,37414,38245,55724,39126,49651,58162,37762,25500,82062,35230,33584,48101,28505,34921,38350,47276,40389,40748
广西壮族自治区,2012,36386,19511,34933,33317,46784,36449,43413,45815,32923,24712,69852,31776,27949,40093,24268,28566,34339,42778,36314,35777
广西壮族自治区,2011,33032,18387,33527,30206,42794,29311,38229,43143,29757,20310,64836,29253,25081,38626,21488,24978,32909,37358,31609,34830
广西壮族自治区,2010,30673,17023,28708,26179,39264,27688,33697,42633,26093,17211,60153,27597,25994,36182,20150,21791,32182,33100,32141,33864
广西壮族自治区,2009,27322,15397,24110,23508,35386,23506,30917,39250,22562,15692,51315,25223,21259,33162,18456,22235,27220,29678,31565,32717
广西壮族自治区,2008,24798,13617,22385,21181,33704,21207,28112,36558,18503,13816,45979,23481,19600,30827,16189,18582,24374,27399,28627,31166
广西壮族自治区,2007,21251,11959,20909,19408,29295,17963,23818,32673,15772,12217,36727,19136,16287,26192,14436,15124,20780,24254,23668,25315
广西壮族自治区,2006,17571,9917,17361,16805,24938,15809,20201,27096,13133,10737,28118,16508,14170,22046,12846,14930,16495,20318,20115,19833
海南省,2016,61663,28016,60886,55265,74214,45557,74464,105687,51227,42978,102747,57788,53663,68888,45453,39352,75219,74765,63699,66612
海南省,2015,57600,28438,59916,51501,69263,44149,70737,115013,48249,40914,93187,53552,49311,59332,40876,29606,72559,70489,56348,62894
海南省,2014,49882,27085,51548,46193,58756,40441,63079,79160,44798,36371,88362,50881,49476,51248,36609,27880,60421,59793,47717,54158
海南省,2013,44971,20032,45707,41841,52156,41126,58729,78812,32411,33564,75429,47873,46747,46333,31753,28983,54503,53771,43622,50047
海南省,2012,39485,20436,39582,34682,48513,36529,51948,67537,35386,27559,69316,38460,28064,41682,26254,25199,50258,50136,35410,47110
海南省,2011,36244,21906,39104,30601,42392,31560,50691,65525,29966,22449,67337,33787,24530,37584,24340,23229,46225,43210,34700,43316
海南省,2010,30775,18042,30151,26772,40553,25237,42036,60215,23955,18875,62984,26157,20703,30680,20652,20526,40791,35308,29492,39376
海南省,2009,24790,10855,30234,21840,35313,24129,37642,56358,21818,16160,52674,22834,18471,26211,17131,21192,31451,29251,25196,31489
海南省,2008,21767,10823,24119,18914,32599,17677,34239,52976,18609,15633,43707,20430,20762,23619,15181,18233,26570,27172,24469,30015
海南省,2007,19220,9122,18580,17125,27921,15384,29527,44599,15516,14279,40475,18762,17703,20028,13660,14657,24388,24116,22776,28125
海南省,2006,15843,7157,16699,15438,23741,12511,24626,42635,12405,12241,33667,16476,16560,16647,11881,15918,20560,20305,20302,20905
重庆市,2016,65545,47529,55396,62584,79388,51537,63717,100517,56048,37457,126739,63852,48141,92787,48241,46015,76236,87162,65146,75554
重庆市,2015,60543,41146,52541,57993,74068,48586,60296,92958,52454,35994,120355,59813,44070,87023,42617,42910,71512,81600,61544,64506
重庆市,2014,55588,38064,48429,53207,70321,46037,56039,84189,48735,35076,115065,56872,39615,83498,39051,40900,61875,73471,59598,56512
重庆市,2013,50006,35415,45092,47621,67647,43375,55089,73598,44484,31090,100437,50317,37097,78204,34480,35535,51560,62470,53723,48733
重庆市,2012,44498,34254,41848,40448,63028,35581,48702,70598,39568,27936,87720,46012,33512,71712,30555,31991,48581,60072,46882,46751
重庆市,2011,39430,31330,37703,36466,58756,32064,39819,63176,34675,24388,72277,40273,28146,65560,26411,28253,44029,51559,43786,44028
重庆市,2010,34727,20544,31491,31894,50326,27730,33613,62634,29667,21389,58751,32396,25440,55381,21818,26049,37497,44249,34163,36936
重庆市,2009,30499,18713,28012,27770,44577,23741,28250,49529,25745,17129,49871,28699,22253,47818,19162,22446,33873,37688,30383,35019
重庆市,2008,26640,16459,25985,24131,39953,20658,25090,42810,22129,15309,44635,23666,21085,41326,17280,19217,27487,32535,27752,32591
重庆市,2007,22965,14816,21686,21290,30676,17898,21481,36929,19325,14077,38918,23275,19417,33253,15083,19637,23388,26502,27244,27960
重庆市,2006,19172,12253,17709,18367,25079,15018,18496,34147,16263,12830,33511,18232,17519,27813,12293,15100,19003,21813,23075,22537
四川省,2016,63926,52813,64895,56439,86951,48088,69490,88800,51824,38381,87119,59135,55754,91309,44041,47806,69737,82150,64885,71074
四川省,2015,58915,47729,61715,52110,79732,45255,65981,82883,50188,36807,86084,53610,52818,86498,40665,44212,63311,73704,58860,63704
四川省,2014,52555,39358,59959,48770,74929,41132,60631,77268,46215,33378,84601,49713,49288,80634,36887,39203,52357,63188,51728,52062
四川省,2013,47965,34437,51485,44259,66679,37421,58276,69552,41814,30613,76687,45758,48724,76610,33646,36253,49234,59159,47138,48635
四川省,2012,42339,31430,46812,36243,50484,31939,53841,56506,38334,28397,69846,41813,47518,67113,28701,32815,44443,53451,43665,44117
四川省,2011,37330,26476,42399,33210,45953,27500,43533,46954,33453,26691,61242,35298,38967,63235,24661,29688,39139,45922,36944,39555
四川省,2010,32567,19980,37984,28577,39844,24036,36496,42615,29046,22262,52854,29995,34221,53854,20555,24029,34408,39209,32101,35015
四川省,2009,28149,17748,31954,24448,33176,20639,31675,38839,24786,19062,43556,25408,30377,47858,19106,21319,29495,33082,28291,32314
四川省,2008,24725,15231,28632,22046,30484,17746,27344,37462,20949,16531,42055,21818,26158,42806,16901,18493,23491,30020,25859,29540
四川省,2007,21081,13377,21752,18906,25518,14902,23420,34622,17321,14493,33843,19928,25107,36394,15629,22115,20937,25887,23597,24960
四川省,2006,17612,11224,18682,16404,21469,12839,20776,32229,15682,12555,28282,16765,19556,29754,13014,17605,16374,21205,20204,19405
贵州省,2016,66279,53874,49909,58288,81297,53487,70936,79355,60617,40505,132964,53467,50522,72107,40230,38246,72580,73553,67427,70060
贵州省,2015,59701,47704,49503,52027,72900,47832,65506,80955,57576,37208,123592,48331,48290,64338,36336,35528,64268,67511,57257,61370
贵州省,2014,52772,38853,50309,47607,68675,45227,58617,75068,49886,34416,118477,44867,46156,57290,31706,34214,52713,59142,48944,50699
贵州省,2013,47364,33490,45308,43368,64270,42874,52524,64260,44489,29760,102294,39683,35696,45749,27832,28437,47235,53103,43319,45226
贵州省,2012,41156,30850,43113,36187,59344,36560,47049,53384,40325,25372,81630,33617,30121,39087,27779,28224,42432,44289,35937,40549
贵州省,2011,36102,23923,40914,35200,53096,32384,37864,45841,34528,23211,75169,28038,26900,34906,25628,26772,34678,33803,29999,33992
贵州省,2010,30433,18175,32779,29381,47822,25437,32106,37097,27776,18935,61474,22997,22036,29670,20737,21966,30466,29993,24531,29537
贵州省,2009,27437,17249,27280,25284,40570,22744,28652,36015,24081,17054,53780,21959,20718,28087,16895,21268,28310,27370,24332,28421
贵州省,2008,23979,16890,24487,22224,42457,16899,26288,34275,22698,12784,48292,15552,19970,25942,16074,13591,23546,25575,24699,25787
贵州省,2007,20254,15274,20367,17918,35814,14531,21657,29653,15595,11122,38124,13924,17605,23656,14774,15228,21693,22867,21206,22711
贵州省,2006,16481,12361,18067,15734,29359,12008,19975,22464,13131,9672,28612,11980,15626,20308,12781,10484,16316,18346,17954,17469
云南省,2016,60450,36939,45182,49643,78234,41945,72296,75240,49611,33832,121529,49441,43305,73883,46529,38581,76918,71550,63017,74017
云南省,2015,52564,29794,43101,45903,73588,38557,66450,72496,46063,31429,118166,46064,41225,64270,38911,37319,62263,59543,56135,56413
云南省,2014,46101,25457,42322,43160,69160,36229,59701,62746,42507,28741,110235,43732,37356,53229,32949,32696,49291,50784,46209,45221
云南省,2013,42447,24290,41997,40659,64083,32598,53775,56193,38441,26571,104144,38864,35425,48879,30608,3e4,45448,46400,41914,42351
云南省,2012,37629,21232,38526,36574,53087,28354,50069,48332,34154,23297,88699,33562,33950,43722,26788,26146,39983,41801,35997,37580
云南省,2011,34004,19612,33926,32923,48055,25233,44111,42088,31423,19476,76946,28992,27481,42284,23632,22660,36318,35618,32058,34402
云南省,2010,29195,15922,27175,28550,44110,21002,35897,37346,26268,16030,60775,22236,23969,34588,17788,18340,32301,28988,24834,31650
云南省,2009,26163,15011,23725,23614,40101,17629,31714,36687,23488,14853,52773,20612,22049,30110,16339,17035,29197,24484,22377,30310
云南省,2008,23305,13537,23629,22681,37459,16081,30067,32603,22185,13380,42672,17896,21306,26264,15375,16459,22484,23236,20164,27478
云南省,2007,19912,13088,18755,20028,32832,14098,25691,29288,17869,11371,35352,15805,16651,23564,13873,12927,20674,21103,18866,21143
云南省,2006,18262,12219,18387,18837,29105,13662,22443,26580,17514,11030,27792,14142,18642,20422,12778,12380,18344,19464,16427,17800
西藏自治区,2016,103232,34943,84518,69983,71709,59075,77502,103647,75070,53798,184146,74456,65094,103906,66943,48985,116605,109091,117844,110877
西藏自治区,2015,97849,14415,75626,59045,64532,54650,72789,98675,73674,49633,171441,68608,53851,99194,70750,43823,115090,95996,114097,114558
西藏自治区,2014,61235,13948,66061,48619,55707,49899,53900,80195,67336,41975,137736,55726,49308,64e3,34622,42638,66038,55825,67735,62391
西藏自治区,2013,57773,13761,57940,42581,51458,37470,55166,80988,56026,34981,137033,46613,32568,60332,32923,34467,62163,55017,62046,60202
西藏自治区,2012,51705,13522,40673,37313,50825,22882,55689,36877,43136,33737,119165,46446,54083,50876,27455,25586,55537,46879,57178,51823
西藏自治区,2011,49464,19685,43848,29796,50468,26048,48627,56135,40138,25857,91919,46730,42064,58791,29369,52616,54564,46421,55133,50336
西藏自治区,2010,49898,20238,26315,26984,41225,27908,39032,51682,39462,22090,98092,43451,27828,63810,32464,44509,52781,48293,50858,54848
西藏自治区,2009,45347,28052,30408,25280,40768,22137,35309,53789,31654,25749,76650,38017,24579,52140,26894,42678,48416,43833,48258,49777
西藏自治区,2008,44055,25289,29304,19486,43148,18445,38043,58059,29175,18895,60720,35757,28261,48289,26473,32938,46688,42811,47352,50377
西藏自治区,2007,42820,21694,22914,17060,36804,19200,33156,72562,24524,18245,69622,37529,22475,53223,28523,37656,46966,39655,48632,49085
西藏自治区,2006,29119,14316,17336,15252,28083,17920,29101,66031,21157,15443,56768,35105,19075,34427,15478,28156,28375,27231,29075,31964
陕西省,2016,59637,48185,73995,54348,71640,50797,65955,121311,43208,34293,82626,51205,50797,72786,41151,38405,62813,61509,55946,55589
陕西省,2015,54994,43678,68245,51557,67945,46184,63194,104928,40983,31506,76896,47517,49740,67134,40081,36733,57225,55203,52918,50868
陕西省,2014,50535,38418,69920,46636,62907,43454,57904,91423,37709,28929,74340,43865,43471,63478,36846,32890,51856,49447,47853,44915
陕西省,2013,47446,36800,69904,42072,56935,39375,50410,69266,34561,27587,71987,41317,47752,65546,35276,32047,50826,50090,46364,44868
陕西省,2012,43073,32557,57556,37833,54069,34033,45982,56137,33043,25006,57997,35213,35737,60394,30802,26762,47596,46380,38995,42698
陕西省,2011,38143,28159,52368,33385,47667,28993,41233,43008,27794,21626,53289,31770,30804,56784,26283,24562,42176,40075,33425,37033
陕西省,2010,33384,23934,42417,26015,39677,25357,35846,42498,23836,18171,48138,37842,28327,48734,23514,26147,39785,34809,29724,33224
陕西省,2009,29566,20670,36289,23428,35388,22822,31265,38628,20034,16338,46122,32639,27595,39550,21832,23506,35063,30961,27119,30506
陕西省,2008,25478,16985,33305,20910,32949,16844,28960,50657,15183,16123,39246,31592,20330,36815,19559,25160,29860,26016,21079,24980
陕西省,2007,20977,13551,28990,17968,27417,14859,23725,42204,12731,13390,31335,26622,16982,30413,14475,21457,23089,21119,17001,19914
陕西省,2006,16646,11016,24325,15825,22539,12570,17958,36618,11137,9974,24411,17229,14665,23486,11581,12820,16897,16187,14846,14343
甘肃省,2016,57575,40179,64807,53130,64084,43683,64177,60292,41464,34914,60252,46724,47145,75114,50595,38823,69690,61593,58837,63535
甘肃省,2015,52942,37179,63590,50458,63245,40551,61318,54916,39109,32698,59923,44302,44895,67352,45312,41777,61396,56180,55246,55574
甘肃省,2014,46960,31950,64881,49442,58916,37176,56236,45628,35765,29387,52334,40045,39915,58166,37544,32779,51241,45518,46981,45870
甘肃省,2013,42833,29317,57788,46152,57778,34793,51229,39962,33083,26817,48791,37381,27057,49957,33119,27199,46495,43061,39989,41848
甘肃省,2012,37679,24971,59549,41815,41118,33312,43603,33062,27122,22865,44437,31397,28884,41814,28195,24604,37631,35730,35478,34481
甘肃省,2011,32092,20409,54103,36312,35797,25334,37272,25181,23676,19653,38163,26660,23143,34475,24072,22916,31635,28579,28503,29806
甘肃省,2010,29096,19735,43258,28173,37624,20836,30928,24896,20563,17588,35311,22936,21608,34730,23186,21384,29725,28881,28769,30227
甘肃省,2009,26743,16872,42760,25936,32685,16423,30916,22186,16813,15163,30627,17985,19705,30173,21603,19559,28608,26931,26946,27945
甘肃省,2008,23632,14400,34354,24895,30370,13445,27913,19940,15312,13961,27511,14910,16682,26746,19491,21719,24897,23022,22676,25053
甘肃省,2007,20657,13117,26626,21182,27022,13102,25268,18818,12816,12079,24671,13562,14234,23397,16584,17934,22379,19983,20248,21406
甘肃省,2006,16991,10867,20573,16929,22326,10526,22655,15999,10729,11120,19343,12182,12366,20167,13444,20252,18545,17322,16767,17587
青海省,2016,66589,43796,85469,54846,72928,50431,78862,71273,49271,41809,88957,40880,46666,78808,55415,37917,79151,65582,67319,72434
青海省,2015,61090,40978,79332,51386,69805,48717,74669,72527,46356,40313,81359,38887,40891,69678,48241,36055,70728,58622,59077,64438
青海省,2014,57084,35634,80349,51124,66310,45305,66580,60662,41917,35311,77354,36842,36173,61650,44601,33526,63981,55752,55759,59498
青海省,2013,51393,32204,72764,45090,63403,40242,60428,49989,40200,31724,67182,32456,30685,59097,39286,27848,57705,48976,49730,54414
青海省,2012,46483,29087,54731,42633,59026,38019,57690,54819,35273,27613,59574,33489,59427,60957,33091,38722,51359,43126,45084,47443
青海省,2011,41370,30407,45311,35208,45168,32352,50252,47356,30059,21874,54446,26309,46007,55466,31582,35573,49848,41696,42506,46408
青海省,2010,36121,26020,40320,28459,44721,26423,43523,41668,24898,18574,41641,21948,42784,48822,25591,32969,42447,37126,38694,40648
青海省,2009,32481,24022,34890,23671,39404,24062,37319,35417,21175,16825,37456,22716,35718,45158,23562,30093,38821,35089,36700,37760
青海省,2008,30101,21849,33732,23742,35955,18529,33827,31454,19153,14389,36723,24131,18651,44408,21134,45740,36426,32695,31526,34068
青海省,2007,25318,18747,27600,19923,28286,15811,29132,26777,15257,12744,29131,14924,22210,40976,18481,26884,30464,27329,28782,28795
青海省,2006,21981,15332,24021,17184,27047,16291,24278,29897,13850,13133,25721,12712,17468,35029,15386,48111,24173,23810,23073,23544
宁夏回族自治区,2016,65570,41981,94718,52660,96132,46832,68313,80617,48648,37149,83872,49217,42957,76339,48789,41492,70801,71110,66563,67088
宁夏回族自治区,2015,60380,38815,79347,51636,92107,44283,63157,77487,47364,36158,81019,46157,40239,71581,44768,39732,64819,60676,62941,61236
宁夏回族自治区,2014,54858,35391,83893,50028,87483,40284,58079,69067,45770,34360,82011,43761,39230,63195,41362,36742,53696,50525,54120,50350
宁夏回族自治区,2013,50476,32753,81809,43353,80137,39589,54726,65043,41684,32363,74026,42676,33492,57e3,35624,35155,50283,44547,48919,47962
宁夏回族自治区,2012,47436,28643,77581,39543,70533,38330,50730,59420,39124,28149,68814,42469,31927,49144,34281,37162,45954,43986,47805,44337
宁夏回族自治区,2011,42703,24563,78338,35503,65983,29065,40967,52173,33774,22922,62587,33348,30143,46198,32260,25688,40455,35707,42154,37427
宁夏回族自治区,2010,37166,20940,71685,29560,55543,25284,36498,42469,29497,17799,53674,28610,26137,36666,25155,23356,35785,31896,34118,33119
宁夏回族自治区,2009,32916,19384,57106,24431,46403,23367,32226,38298,25553,15529,47745,26031,20417,34346,22362,24951,34112,28514,32279,32017
宁夏回族自治区,2008,30050,16458,52281,22917,45153,19373,29595,33972,24147,14295,46484,23086,19914,31069,20550,20979,30542,27099,29963,30683
宁夏回族自治区,2007,25723,13833,41556,19461,39804,17052,25339,33878,19275,13048,40358,18560,16460,26749,18081,16211,27626,22549,26142,26790
宁夏回族自治区,2006,20900,11757,34339,15903,34783,13835,23082,33686,15909,11150,33365,15338,13398,22540,14959,15728,20935,18295,19337,19780
新疆维吾尔自治区,2016,63739,38469,90442,60313,81908,58576,83898,84086,59570,45899,92422,49214,48110,79944,48099,42785,75080,70796,71168,63948
新疆维吾尔自治区,2015,60117,38070,86253,58752,70708,56238,78215,78238,56573,43885,88212,47160,44595,75478,46068,40614,69813,65463,64906,59598
新疆维吾尔自治区,2014,53471,33872,85241,57397,69737,51299,71957,70757,53353,41040,79653,45377,44272,65981,38981,35928,53792,53203,52299,48680
新疆维吾尔自治区,2013,49064,30199,79421,51673,62704,45940,64997,64214,49631,37072,74551,42100,39154,60859,36283,32441,50809,49696,50951,46636
新疆维吾尔自治区,2012,44576,26323,76486,47371,53796,41232,62427,54862,45733,32468,69445,36266,35016,50555,32060,27376,47187,44864,45049,45071
新疆维吾尔自治区,2011,38238,22678,63085,39883,50591,35558,53243,48034,40300,28136,59732,31948,27185,45501,28561,30968,40697,38552,38062,39862
新疆维吾尔自治区,2010,32003,20022,47805,31588,43855,28908,45572,43124,32343,21954,53127,23005,22517,38593,25575,18330,35016,32323,32609,35950
新疆维吾尔自治区,2009,27617,16862,42919,27400,38079,25118,40249,37875,26889,18049,45502,21389,19029,32633,22412,16022,29712,27471,28027,31217
新疆维吾尔自治区,2008,24686,14499,40857,24999,33229,21082,36244,34630,23332,17136,39158,19617,17931,29939,20295,16222,26536,26166,25554,28983
新疆维吾尔自治区,2007,21249,12976,32174,20382,28684,17865,31248,34764,20357,15043,34110,19493,16065,26571,17645,15705,23603,23265,23339,24973
新疆维吾尔自治区,2006,17704,11297,26701,16751,23247,15696,25062,28120,17122,13454,26146,15315,16099,21312,15022,14182,19612,19852,19154,20251
